AgeClass,Name,Sex,Event,Equipment,Age,BirthYearClass,Division,BodyweightKg,WeightClassKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,Lift,Best_lift
35-39,Adam Johnston,M,SBD,Raw,35,24-39,M_OR_ABPU,109.35,110,585,1,347.25,344.9,329.58,70.89,Yes,England,NA,BPU,Best3SquatKg,192.5
35-39,Adam Johnston,M,SBD,Raw,35,24-39,M_OR_ABPU,109.35,110,585,1,347.25,344.9,329.58,70.89,Yes,England,NA,BPU,Best3BenchKg,132.5
35-39,Adam Johnston,M,SBD,Raw,35,24-39,M_OR_ABPU,109.35,110,585,1,347.25,344.9,329.58,70.89,Yes,England,NA,BPU,Best3DeadliftKg,260
35-39,Dirk Thiedeman,M,SBD,Raw,38,24-39,M_OR_AAPF,103.2,110,550,1,334.05,330.7,315.77,68.46,Yes,NA,NA,APF,Best3SquatKg,200
35-39,Dirk Thiedeman,M,SBD,Raw,38,24-39,M_OR_AAPF,103.2,110,550,1,334.05,330.7,315.77,68.46,Yes,NA,NA,APF,Best3BenchKg,120
35-39,Dirk Thiedeman,M,SBD,Raw,38,24-39,M_OR_AAPF,103.2,110,550,1,334.05,330.7,315.77,68.46,Yes,NA,NA,APF,Best3DeadliftKg,230
35-39,Jason Rolak,M,SBD,Raw,35.5,24-39,MR-O,91.9,100,567.5,3,363.16,358.54,343.32,74.67,Yes,USA,OH,USAPL,Best3SquatKg,197.5
35-39,Jason Rolak,M,SBD,Raw,35.5,24-39,MR-O,91.9,100,567.5,3,363.16,358.54,343.32,74.67,Yes,USA,OH,USAPL,Best3BenchKg,130
35-39,Jason Rolak,M,SBD,Raw,35.5,24-39,MR-O,91.9,100,567.5,3,363.16,358.54,343.32,74.67,Yes,USA,OH,USAPL,Best3DeadliftKg,240
35-39,Michael Santiago,M,SBD,Single-ply,36,24-39,M-O,66.8,67.5,535,2,415.49,415.97,403.97,71.05,Yes,USA,NA,USAPL,Best3SquatKg,177.5
35-39,Michael Santiago,M,SBD,Single-ply,36,24-39,M-O,66.8,67.5,535,2,415.49,415.97,403.97,71.05,Yes,USA,NA,USAPL,Best3BenchKg,142.5
35-39,Michael Santiago,M,SBD,Single-ply,36,24-39,M-O,66.8,67.5,535,2,415.49,415.97,403.97,71.05,Yes,USA,NA,USAPL,Best3DeadliftKg,215
35-39,Michalis Loutsis,M,SBD,Raw,39.5,40-49,Masters 1,115.9,120,677.5,4,393.73,392.85,376.15,79.97,Yes,Cyprus,NA,EPF,Best3SquatKg,260
35-39,Michalis Loutsis,M,SBD,Raw,39.5,40-49,Masters 1,115.9,120,677.5,4,393.73,392.85,376.15,79.97,Yes,Cyprus,NA,EPF,Best3BenchKg,182.5
35-39,Michalis Loutsis,M,SBD,Raw,39.5,40-49,Masters 1,115.9,120,677.5,4,393.73,392.85,376.15,79.97,Yes,Cyprus,NA,EPF,Best3DeadliftKg,235
35-39,Matt Newcomer,M,SBD,Raw,38,24-39,DT Open,121.36,125,695,1,397.66,398.55,381.9,80.4,Yes,NA,NA,RawIronPL,Best3SquatKg,242.5
35-39,Matt Newcomer,M,SBD,Raw,38,24-39,DT Open,121.36,125,695,1,397.66,398.55,381.9,80.4,Yes,NA,NA,RawIronPL,Best3BenchKg,167.5
35-39,Matt Newcomer,M,SBD,Raw,38,24-39,DT Open,121.36,125,695,1,397.66,398.55,381.9,80.4,Yes,NA,NA,RawIronPL,Best3DeadliftKg,285
35-39,Shane Barrass,M,SBD,Raw,35.5,24-39,Open,81.6,83,432.5,8,294.81,291.66,280.78,60.39,Yes,NA,NA,PA,Best3SquatKg,152.5
35-39,Shane Barrass,M,SBD,Raw,35.5,24-39,Open,81.6,83,432.5,8,294.81,291.66,280.78,60.39,Yes,NA,NA,PA,Best3BenchKg,100
35-39,Shane Barrass,M,SBD,Raw,35.5,24-39,Open,81.6,83,432.5,8,294.81,291.66,280.78,60.39,Yes,NA,NA,PA,Best3DeadliftKg,180
35-39,Justin Eckert,M,SBD,Raw,38,24-39,Open,98.8,100,480,2,297.01,293.56,280.44,60.99,Yes,USA,PA,USPA,Best3SquatKg,175
35-39,Justin Eckert,M,SBD,Raw,38,24-39,Open,98.8,100,480,2,297.01,293.56,280.44,60.99,Yes,USA,PA,USPA,Best3BenchKg,122.5
35-39,Justin Eckert,M,SBD,Raw,38,24-39,Open,98.8,100,480,2,297.01,293.56,280.44,60.99,Yes,USA,PA,USPA,Best3DeadliftKg,182.5
35-39,Timithy Kenefic,M,SBD,Raw,35.5,24-39,MR-O,119.6,120,590,3,339.22,339.47,325.29,68.69,Yes,USA,IN,USAPL,Best3SquatKg,227.5
35-39,Timithy Kenefic,M,SBD,Raw,35.5,24-39,MR-O,119.6,120,590,3,339.22,339.47,325.29,68.69,Yes,USA,IN,USAPL,Best3BenchKg,147.5
35-39,Timithy Kenefic,M,SBD,Raw,35.5,24-39,MR-O,119.6,120,590,3,339.22,339.47,325.29,68.69,Yes,USA,IN,USAPL,Best3DeadliftKg,215
35-39,Andrew House,M,SBD,Raw,36.5,24-39,MR-O,112.6,125,525,2,308.26,306.83,293.48,62.78,Yes,USA,TN,USAPL,Best3SquatKg,185
35-39,Andrew House,M,SBD,Raw,36.5,24-39,MR-O,112.6,125,525,2,308.26,306.83,293.48,62.78,Yes,USA,TN,USAPL,Best3BenchKg,125
35-39,Andrew House,M,SBD,Raw,36.5,24-39,MR-O,112.6,125,525,2,308.26,306.83,293.48,62.78,Yes,USA,TN,USAPL,Best3DeadliftKg,215
35-39,Prasanta Nath,M,SBD,Single-ply,36,24-39,Open,96.8,105,645,5,402.77,397.89,380.31,68.53,Yes,NA,NA,PI,Best3SquatKg,250
35-39,Prasanta Nath,M,SBD,Single-ply,36,24-39,Open,96.8,105,645,5,402.77,397.89,380.31,68.53,Yes,NA,NA,PI,Best3BenchKg,165
35-39,Prasanta Nath,M,SBD,Single-ply,36,24-39,Open,96.8,105,645,5,402.77,397.89,380.31,68.53,Yes,NA,NA,PI,Best3DeadliftKg,230
35-39,D. U. M. Jayathilak,M,SBD,Single-ply,38.5,24-39,Open,110.1,125,630,7,373,370.65,354.26,63.06,Yes,Sri Lanka,NA,AsianPF,Best3SquatKg,240
35-39,D. U. M. Jayathilak,M,SBD,Single-ply,38.5,24-39,Open,110.1,125,630,7,373,370.65,354.26,63.06,Yes,Sri Lanka,NA,AsianPF,Best3BenchKg,150
35-39,D. U. M. Jayathilak,M,SBD,Single-ply,38.5,24-39,Open,110.1,125,630,7,373,370.65,354.26,63.06,Yes,Sri Lanka,NA,AsianPF,Best3DeadliftKg,240
35-39,Sergey Serov,M,SBD,Raw,39.5,40-49,Open,83.1,93,590,1,398.03,393.54,378.54,81.62,Yes,Russia,NA,FPR,Best3SquatKg,185
35-39,Sergey Serov,M,SBD,Raw,39.5,40-49,Open,83.1,93,590,1,398.03,393.54,378.54,81.62,Yes,Russia,NA,FPR,Best3BenchKg,152.5
35-39,Sergey Serov,M,SBD,Raw,39.5,40-49,Open,83.1,93,590,1,398.03,393.54,378.54,81.62,Yes,Russia,NA,FPR,Best3DeadliftKg,252.5
35-39,Andy Chow,M,SBD,Raw,36,24-39,MR-O,81.6,83,467.5,8,318.67,315.26,303.5,65.27,Yes,USA,CA,USAPL,Best3SquatKg,162.5
35-39,Andy Chow,M,SBD,Raw,36,24-39,MR-O,81.6,83,467.5,8,318.67,315.26,303.5,65.27,Yes,USA,CA,USAPL,Best3BenchKg,115
35-39,Andy Chow,M,SBD,Raw,36,24-39,MR-O,81.6,83,467.5,8,318.67,315.26,303.5,65.27,Yes,USA,CA,USAPL,Best3DeadliftKg,190
35-39,Júlio Maciel,M,SBD,Raw,39.5,40-49,Masters 1,87.85,93,617.5,1,404.25,399.21,383.01,83.08,Yes,Brazil,NA,CBLB,Best3SquatKg,210
35-39,Júlio Maciel,M,SBD,Raw,39.5,40-49,Masters 1,87.85,93,617.5,1,404.25,399.21,383.01,83.08,Yes,Brazil,NA,CBLB,Best3BenchKg,150
35-39,Júlio Maciel,M,SBD,Raw,39.5,40-49,Masters 1,87.85,93,617.5,1,404.25,399.21,383.01,83.08,Yes,Brazil,NA,CBLB,Best3DeadliftKg,257.5
35-39,Ryan Mclaughlin,M,SBD,Raw,38.5,24-39,MR-O,112.35,120,480,13,282.07,280.71,268.47,57.45,Yes,USA,MN,USAPL,Best3SquatKg,157.5
35-39,Ryan Mclaughlin,M,SBD,Raw,38.5,24-39,MR-O,112.35,120,480,13,282.07,280.71,268.47,57.45,Yes,USA,MN,USAPL,Best3BenchKg,132.5
35-39,Ryan Mclaughlin,M,SBD,Raw,38.5,24-39,MR-O,112.35,120,480,13,282.07,280.71,268.47,57.45,Yes,USA,MN,USAPL,Best3DeadliftKg,190
35-39,Jason Haas-Christian,M,SBD,Raw,39,40-49,OpenT,74.6,75,580.5,2,417.89,415.19,401.26,84.87,Yes,USA,AL,PLU,Best3SquatKg,208
35-39,Jason Haas-Christian,M,SBD,Raw,39,40-49,OpenT,74.6,75,580.5,2,417.89,415.19,401.26,84.87,Yes,USA,AL,PLU,Best3BenchKg,127.5
35-39,Jason Haas-Christian,M,SBD,Raw,39,40-49,OpenT,74.6,75,580.5,2,417.89,415.19,401.26,84.87,Yes,USA,AL,PLU,Best3DeadliftKg,245
35-39,Peter Cheung,M,SBD,Raw,38.5,24-39,MR-O,85.82,90,310,6,205.47,202.99,194.96,42.2,Yes,USA,TX,USAPL,Best3SquatKg,105
35-39,Peter Cheung,M,SBD,Raw,38.5,24-39,MR-O,85.82,90,310,6,205.47,202.99,194.96,42.2,Yes,USA,TX,USAPL,Best3BenchKg,85
35-39,Peter Cheung,M,SBD,Raw,38.5,24-39,MR-O,85.82,90,310,6,205.47,202.99,194.96,42.2,Yes,USA,TX,USAPL,Best3DeadliftKg,120
35-39,William Roy,M,SBD,Raw,35,24-39,R Open,80.29,82.5,580,1,399.09,395.07,380.6,81.65,Yes,USA,MD,AAU,Best3SquatKg,207.5
35-39,William Roy,M,SBD,Raw,35,24-39,R Open,80.29,82.5,580,1,399.09,395.07,380.6,81.65,Yes,USA,MD,AAU,Best3BenchKg,125
35-39,William Roy,M,SBD,Raw,35,24-39,R Open,80.29,82.5,580,1,399.09,395.07,380.6,81.65,Yes,USA,MD,AAU,Best3DeadliftKg,247.5
35-39,Albert Gibbs,M,SBD,Single-ply,39.5,40-49,M-O,92,93,535,3,342.18,337.83,323.48,58.35,Yes,NA,NA,USAPL,Best3SquatKg,170
35-39,Albert Gibbs,M,SBD,Single-ply,39.5,40-49,M-O,92,93,535,3,342.18,337.83,323.48,58.35,Yes,NA,NA,USAPL,Best3BenchKg,142.5
35-39,Albert Gibbs,M,SBD,Single-ply,39.5,40-49,M-O,92,93,535,3,342.18,337.83,323.48,58.35,Yes,NA,NA,USAPL,Best3DeadliftKg,222.5
35-39,Claude Ngoma,M,SBD,Raw,35,24-39,Seniors,102.72,105,705,4,429.02,424.63,405.47,87.94,Yes,France,NA,FFForce,Best3SquatKg,265
35-39,Claude Ngoma,M,SBD,Raw,35,24-39,Seniors,102.72,105,705,4,429.02,424.63,405.47,87.94,Yes,France,NA,FFForce,Best3BenchKg,175
35-39,Claude Ngoma,M,SBD,Raw,35,24-39,Seniors,102.72,105,705,4,429.02,424.63,405.47,87.94,Yes,France,NA,FFForce,Best3DeadliftKg,265
35-39,Luke Saenz,M,SBD,Raw,39.5,40-49,MR-M1a,108,110,542.5,1,323.56,321.11,306.75,66.11,Yes,USA,NE,USAPL,Best3SquatKg,210
35-39,Luke Saenz,M,SBD,Raw,39.5,40-49,MR-M1a,108,110,542.5,1,323.56,321.11,306.75,66.11,Yes,USA,NE,USAPL,Best3BenchKg,137.5
35-39,Luke Saenz,M,SBD,Raw,39.5,40-49,MR-M1a,108,110,542.5,1,323.56,321.11,306.75,66.11,Yes,USA,NE,USAPL,Best3DeadliftKg,195
35-39,Daniel Mcgeary,M,SBD,Raw,37,24-39,MR-O,92,93,575,6,367.77,363.09,347.66,75.62,Yes,England,NA,EPA,Best3SquatKg,212.5
35-39,Daniel Mcgeary,M,SBD,Raw,37,24-39,MR-O,92,93,575,6,367.77,363.09,347.66,75.62,Yes,England,NA,EPA,Best3BenchKg,142.5
35-39,Daniel Mcgeary,M,SBD,Raw,37,24-39,MR-O,92,93,575,6,367.77,363.09,347.66,75.62,Yes,England,NA,EPA,Best3DeadliftKg,220
35-39,Jeff Stallworth,M,SBD,Raw,36,24-39,Open,88.4,90,505,7,329.53,325.4,312.11,67.73,Yes,USA,FL,USPA,Best3SquatKg,182.5
35-39,Jeff Stallworth,M,SBD,Raw,36,24-39,Open,88.4,90,505,7,329.53,325.4,312.11,67.73,Yes,USA,FL,USPA,Best3BenchKg,127.5
35-39,Jeff Stallworth,M,SBD,Raw,36,24-39,Open,88.4,90,505,7,329.53,325.4,312.11,67.73,Yes,USA,FL,USPA,Best3DeadliftKg,195
35-39,Branden Franklin,M,SBD,Raw,38,24-39,Open,136.2,140,722.5,1,399.05,405.45,386.12,79.63,Yes,USA,MA,USPA,Best3SquatKg,260
35-39,Branden Franklin,M,SBD,Raw,38,24-39,Open,136.2,140,722.5,1,399.05,405.45,386.12,79.63,Yes,USA,MA,USPA,Best3BenchKg,202.5
35-39,Branden Franklin,M,SBD,Raw,38,24-39,Open,136.2,140,722.5,1,399.05,405.45,386.12,79.63,Yes,USA,MA,USPA,Best3DeadliftKg,260
35-39,Adam Bownds,M,SBD,Raw,36.5,24-39,Open,118.25,120,770,2,444.41,444.24,425.6,90.09,Yes,NA,NA,PA,Best3SquatKg,285
35-39,Adam Bownds,M,SBD,Raw,36.5,24-39,Open,118.25,120,770,2,444.41,444.24,425.6,90.09,Yes,NA,NA,PA,Best3BenchKg,180
35-39,Adam Bownds,M,SBD,Raw,36.5,24-39,Open,118.25,120,770,2,444.41,444.24,425.6,90.09,Yes,NA,NA,PA,Best3DeadliftKg,305
35-39,Thomas Stancil,M,SBD,Raw,37,24-39,Open,98,100,655,2,406.76,401.94,384.05,83.55,Yes,USA,CA,USPA,Best3SquatKg,235
35-39,Thomas Stancil,M,SBD,Raw,37,24-39,Open,98,100,655,2,406.76,401.94,384.05,83.55,Yes,USA,CA,USPA,Best3BenchKg,192.5
35-39,Thomas Stancil,M,SBD,Raw,37,24-39,Open,98,100,655,2,406.76,401.94,384.05,83.55,Yes,USA,CA,USPA,Best3DeadliftKg,227.5
35-39,Sergey Getmanenko,M,SBD,Single-ply,39.5,40-49,Masters 1,108.45,110,690,1,410.88,407.87,389.67,69.52,Yes,NA,NA,UkrainePF,Best3SquatKg,245
35-39,Sergey Getmanenko,M,SBD,Single-ply,39.5,40-49,Masters 1,108.45,110,690,1,410.88,407.87,389.67,69.52,Yes,NA,NA,UkrainePF,Best3BenchKg,175
35-39,Sergey Getmanenko,M,SBD,Single-ply,39.5,40-49,Masters 1,108.45,110,690,1,410.88,407.87,389.67,69.52,Yes,NA,NA,UkrainePF,Best3DeadliftKg,270
35-39,Kevin Woodside,M,SBD,Single-ply,37.5,24-39,Open,108.9,110,902.5,7,536.56,532.78,509.06,90.76,Yes,Bahamas,NA,IPF,Best3SquatKg,332.5
35-39,Kevin Woodside,M,SBD,Single-ply,37.5,24-39,Open,108.9,110,902.5,7,536.56,532.78,509.06,90.76,Yes,Bahamas,NA,IPF,Best3BenchKg,217.5
35-39,Kevin Woodside,M,SBD,Single-ply,37.5,24-39,Open,108.9,110,902.5,7,536.56,532.78,509.06,90.76,Yes,Bahamas,NA,IPF,Best3DeadliftKg,352.5
35-39,Andrey Lipnitskiy,M,SBD,Single-ply,36.5,24-39,Open,85.9,93,570,12,377.61,373.04,358.27,64.54,Yes,NA,NA,FPR,Best3SquatKg,210
35-39,Andrey Lipnitskiy,M,SBD,Single-ply,36.5,24-39,Open,85.9,93,570,12,377.61,373.04,358.27,64.54,Yes,NA,NA,FPR,Best3BenchKg,140
35-39,Andrey Lipnitskiy,M,SBD,Single-ply,36.5,24-39,Open,85.9,93,570,12,377.61,373.04,358.27,64.54,Yes,NA,NA,FPR,Best3DeadliftKg,220
35-39,Hussein Al-Buthabhak,M,SBD,Raw,36,24-39,Open,58.5,59,507.5,1,437.47,443.09,433.3,84.36,Yes,Iraq,NA,IPF,Best3SquatKg,180
35-39,Hussein Al-Buthabhak,M,SBD,Raw,36,24-39,Open,58.5,59,507.5,1,437.47,443.09,433.3,84.36,Yes,Iraq,NA,IPF,Best3BenchKg,127.5
35-39,Hussein Al-Buthabhak,M,SBD,Raw,36,24-39,Open,58.5,59,507.5,1,437.47,443.09,433.3,84.36,Yes,Iraq,NA,IPF,Best3DeadliftKg,200
35-39,Cédric Sourzat,M,SBD,Raw,38.5,24-39,Masters 1,84.9,93,510,1,340.01,335.98,322.85,69.8,Yes,NA,NA,FFForce,Best3SquatKg,180
35-39,Cédric Sourzat,M,SBD,Raw,38.5,24-39,Masters 1,84.9,93,510,1,340.01,335.98,322.85,69.8,Yes,NA,NA,FFForce,Best3BenchKg,110
35-39,Cédric Sourzat,M,SBD,Raw,38.5,24-39,Masters 1,84.9,93,510,1,340.01,335.98,322.85,69.8,Yes,NA,NA,FFForce,Best3DeadliftKg,220
35-39,David Secriskey,M,SBD,Raw,39.5,40-49,MR-O,92,93,637.5,1,407.74,402.55,385.45,83.84,Yes,USA,PA,USAPL,Best3SquatKg,227.5
35-39,David Secriskey,M,SBD,Raw,39.5,40-49,MR-O,92,93,637.5,1,407.74,402.55,385.45,83.84,Yes,USA,PA,USAPL,Best3BenchKg,177.5
35-39,David Secriskey,M,SBD,Raw,39.5,40-49,MR-O,92,93,637.5,1,407.74,402.55,385.45,83.84,Yes,USA,PA,USAPL,Best3DeadliftKg,232.5
35-39,Tomáš Přichystal,M,SBD,Raw,35.5,24-39,Open,78,83,510,8,357.04,353.89,341.37,72.87,Yes,NA,NA,CSST,Best3SquatKg,175
35-39,Tomáš Přichystal,M,SBD,Raw,35.5,24-39,Open,78,83,510,8,357.04,353.89,341.37,72.87,Yes,NA,NA,CSST,Best3BenchKg,125
35-39,Tomáš Přichystal,M,SBD,Raw,35.5,24-39,Open,78,83,510,8,357.04,353.89,341.37,72.87,Yes,NA,NA,CSST,Best3DeadliftKg,210
35-39,大城 朝史,M,SBD,Raw,35.5,24-39,Open,126.25,120+,625,4,353.12,355.45,340.07,71.08,Yes,NA,NA,JPA,Best3SquatKg,230
35-39,大城 朝史,M,SBD,Raw,35.5,24-39,Open,126.25,120+,625,4,353.12,355.45,340.07,71.08,Yes,NA,NA,JPA,Best3BenchKg,155
35-39,大城 朝史,M,SBD,Raw,35.5,24-39,Open,126.25,120+,625,4,353.12,355.45,340.07,71.08,Yes,NA,NA,JPA,Best3DeadliftKg,240
35-39,Ivan Konev #1,M,SBD,Raw,35.5,24-39,Open,106.4,120,615,9,368.95,365.82,349.38,75.47,Yes,Russia,NA,FPR,Best3SquatKg,225
35-39,Ivan Konev #1,M,SBD,Raw,35.5,24-39,Open,106.4,120,615,9,368.95,365.82,349.38,75.47,Yes,Russia,NA,FPR,Best3BenchKg,140
35-39,Ivan Konev #1,M,SBD,Raw,35.5,24-39,Open,106.4,120,615,9,368.95,365.82,349.38,75.47,Yes,Russia,NA,FPR,Best3DeadliftKg,250
35-39,Zdravko Serafimov,M,SBD,Single-ply,39,NA,M-O,96.5,105,777.5,1,486.2,480.27,459.09,82.74,Yes,NA,NA,BulgarianPF,Best3SquatKg,280
35-39,Zdravko Serafimov,M,SBD,Single-ply,39,NA,M-O,96.5,105,777.5,1,486.2,480.27,459.09,82.74,Yes,NA,NA,BulgarianPF,Best3BenchKg,177.5
35-39,Zdravko Serafimov,M,SBD,Single-ply,39,NA,M-O,96.5,105,777.5,1,486.2,480.27,459.09,82.74,Yes,NA,NA,BulgarianPF,Best3DeadliftKg,320
35-39,Martin Škrovánek,M,SBD,Single-ply,36.5,24-39,Open,116.9,120,680,1,394.01,393.44,376.81,66.39,Yes,NA,NA,CSST,Best3SquatKg,260
35-39,Martin Škrovánek,M,SBD,Single-ply,36.5,24-39,Open,116.9,120,680,1,394.01,393.44,376.81,66.39,Yes,NA,NA,CSST,Best3BenchKg,180
35-39,Martin Škrovánek,M,SBD,Single-ply,36.5,24-39,Open,116.9,120,680,1,394.01,393.44,376.81,66.39,Yes,NA,NA,CSST,Best3DeadliftKg,240
35-39,Aleksey Malunin,M,SBD,Raw,37.5,24-39,Open,116.7,120,895,1,518.89,518.06,496.14,105.32,Yes,Russia,NA,FPR,Best3SquatKg,330
35-39,Aleksey Malunin,M,SBD,Raw,37.5,24-39,Open,116.7,120,895,1,518.89,518.06,496.14,105.32,Yes,Russia,NA,FPR,Best3BenchKg,232.5
35-39,Aleksey Malunin,M,SBD,Raw,37.5,24-39,Open,116.7,120,895,1,518.89,518.06,496.14,105.32,Yes,Russia,NA,FPR,Best3DeadliftKg,332.5
35-39,Mahandiran A,M,SBD,Raw,37,24-39,Open,88.55,93,575,7,374.88,370.17,355.03,77.06,Yes,NA,NA,PI,Best3SquatKg,200
35-39,Mahandiran A,M,SBD,Raw,37,24-39,Open,88.55,93,575,7,374.88,370.17,355.03,77.06,Yes,NA,NA,PI,Best3BenchKg,135
35-39,Mahandiran A,M,SBD,Raw,37,24-39,Open,88.55,93,575,7,374.88,370.17,355.03,77.06,Yes,NA,NA,PI,Best3DeadliftKg,240
35-39,Andriy Stanko,M,SBD,Raw,37,24-39,Open,92.32,93,605,19,386.3,381.39,365.14,79.43,Yes,NA,NA,UkrainePF,Best3SquatKg,220
35-39,Andriy Stanko,M,SBD,Raw,37,24-39,Open,92.32,93,605,19,386.3,381.39,365.14,79.43,Yes,NA,NA,UkrainePF,Best3BenchKg,150
35-39,Andriy Stanko,M,SBD,Raw,37,24-39,Open,92.32,93,605,19,386.3,381.39,365.14,79.43,Yes,NA,NA,UkrainePF,Best3DeadliftKg,235
35-39,Wiliam Cruz,M,SBD,Raw,36,24-39,Open,65.15,66,512.5,6,405.46,406.76,395.49,80.44,Yes,NA,NA,FEMEPO,Best3SquatKg,180
35-39,Wiliam Cruz,M,SBD,Raw,36,24-39,Open,65.15,66,512.5,6,405.46,406.76,395.49,80.44,Yes,NA,NA,FEMEPO,Best3BenchKg,115
35-39,Wiliam Cruz,M,SBD,Raw,36,24-39,Open,65.15,66,512.5,6,405.46,406.76,395.49,80.44,Yes,NA,NA,FEMEPO,Best3DeadliftKg,217.5
35-39,Andrew Jaroszewski,M,SBD,Raw,35.5,24-39,MR-O,97.73,100,742.5,30,461.66,456.16,435.89,94.83,Yes,USA,TX,USAPL,Best3SquatKg,260
35-39,Andrew Jaroszewski,M,SBD,Raw,35.5,24-39,MR-O,97.73,100,742.5,30,461.66,456.16,435.89,94.83,Yes,USA,TX,USAPL,Best3BenchKg,175
35-39,Andrew Jaroszewski,M,SBD,Raw,35.5,24-39,MR-O,97.73,100,742.5,30,461.66,456.16,435.89,94.83,Yes,USA,TX,USAPL,Best3DeadliftKg,307.5
35-39,Larry Workman,M,SBD,Raw,35.5,24-39,MR-O,115.08,120,560,1,326.26,325.33,311.42,66.31,Yes,USA,FL,USAPL,Best3SquatKg,200
35-39,Larry Workman,M,SBD,Raw,35.5,24-39,MR-O,115.08,120,560,1,326.26,325.33,311.42,66.31,Yes,USA,FL,USAPL,Best3BenchKg,132.5
35-39,Larry Workman,M,SBD,Raw,35.5,24-39,MR-O,115.08,120,560,1,326.26,325.33,311.42,66.31,Yes,USA,FL,USAPL,Best3DeadliftKg,227.5
35-39,Mark Dionne,M,SBD,Single-ply,37,24-39,M-SM,80.74,82.5,427.5,2,293.19,290.18,279.48,50.18,Yes,USA,RI,USAPL,Best3SquatKg,160
35-39,Mark Dionne,M,SBD,Single-ply,37,24-39,M-SM,80.74,82.5,427.5,2,293.19,290.18,279.48,50.18,Yes,USA,RI,USAPL,Best3BenchKg,105
35-39,Mark Dionne,M,SBD,Single-ply,37,24-39,M-SM,80.74,82.5,427.5,2,293.19,290.18,279.48,50.18,Yes,USA,RI,USAPL,Best3DeadliftKg,162.5
35-39,Evgeniy Aksenov,M,SBD,Raw,38,24-39,Amateur Open,81.9,82.5,410,5,278.89,275.87,265.53,57.14,Yes,Russia,NA,WRPF,Best3SquatKg,150
35-39,Evgeniy Aksenov,M,SBD,Raw,38,24-39,Amateur Open,81.9,82.5,410,5,278.89,275.87,265.53,57.14,Yes,Russia,NA,WRPF,Best3BenchKg,85
35-39,Evgeniy Aksenov,M,SBD,Raw,38,24-39,Amateur Open,81.9,82.5,410,5,278.89,275.87,265.53,57.14,Yes,Russia,NA,WRPF,Best3DeadliftKg,175
35-39,Oleg Mokrousov,M,SBD,Raw,38.5,24-39,Open,81.9,83,427.5,11,290.79,287.65,276.87,59.58,Yes,NA,NA,FPR,Best3SquatKg,145
35-39,Oleg Mokrousov,M,SBD,Raw,38.5,24-39,Open,81.9,83,427.5,11,290.79,287.65,276.87,59.58,Yes,NA,NA,FPR,Best3BenchKg,117.5
35-39,Oleg Mokrousov,M,SBD,Raw,38.5,24-39,Open,81.9,83,427.5,11,290.79,287.65,276.87,59.58,Yes,NA,NA,FPR,Best3DeadliftKg,165
35-39,Zoltán Hetényi,M,SBD,Raw,37.5,24-39,Open,63.14,66,320,6,259.31,260.83,254,51.07,Yes,NA,NA,Hunpower,Best3SquatKg,122.5
35-39,Zoltán Hetényi,M,SBD,Raw,37.5,24-39,Open,63.14,66,320,6,259.31,260.83,254,51.07,Yes,NA,NA,Hunpower,Best3BenchKg,62.5
35-39,Zoltán Hetényi,M,SBD,Raw,37.5,24-39,Open,63.14,66,320,6,259.31,260.83,254,51.07,Yes,NA,NA,Hunpower,Best3DeadliftKg,135
35-39,Erik Lake,M,SBD,Raw,39.5,40-49,MR-M1a,92,93,345,1,220.66,217.85,208.6,45.37,Yes,USA,CA,USAPL,Best3SquatKg,100
35-39,Erik Lake,M,SBD,Raw,39.5,40-49,MR-M1a,92,93,345,1,220.66,217.85,208.6,45.37,Yes,USA,CA,USAPL,Best3BenchKg,90
35-39,Erik Lake,M,SBD,Raw,39.5,40-49,MR-M1a,92,93,345,1,220.66,217.85,208.6,45.37,Yes,USA,CA,USAPL,Best3DeadliftKg,155
35-39,Shane Drozdzak,M,SBD,Raw,35.5,24-39,MR-O,110.15,125,757.5,2,448.41,445.6,425.9,91.48,Yes,USA,FL,USAPL,Best3SquatKg,285
35-39,Shane Drozdzak,M,SBD,Raw,35.5,24-39,MR-O,110.15,125,757.5,2,448.41,445.6,425.9,91.48,Yes,USA,FL,USAPL,Best3BenchKg,177.5
35-39,Shane Drozdzak,M,SBD,Raw,35.5,24-39,MR-O,110.15,125,757.5,2,448.41,445.6,425.9,91.48,Yes,USA,FL,USAPL,Best3DeadliftKg,295
35-39,Mark Kimener,M,SBD,Raw,35,24-39,Open,121.6,125,790,1,451.72,452.82,433.9,91.31,Yes,USA,VA,USPA,Best3SquatKg,275
35-39,Mark Kimener,M,SBD,Raw,35,24-39,Open,121.6,125,790,1,451.72,452.82,433.9,91.31,Yes,USA,VA,USPA,Best3BenchKg,190
35-39,Mark Kimener,M,SBD,Raw,35,24-39,Open,121.6,125,790,1,451.72,452.82,433.9,91.31,Yes,USA,VA,USPA,Best3DeadliftKg,325
35-39,Stuart Ashton,M,SBD,Raw,39,NA,MR-O,72.4,74,535,2,392.76,390.94,378.31,79.44,Yes,NA,NA,EPA,Best3SquatKg,195
35-39,Stuart Ashton,M,SBD,Raw,39,NA,MR-O,72.4,74,535,2,392.76,390.94,378.31,79.44,Yes,NA,NA,EPA,Best3BenchKg,110
35-39,Stuart Ashton,M,SBD,Raw,39,NA,MR-O,72.4,74,535,2,392.76,390.94,378.31,79.44,Yes,NA,NA,EPA,Best3DeadliftKg,230
