Name,Sex,Age,BodyweightKg,BenchKg,SquatKg,DeadliftKg
Natalie Do,F,25,49.4,67.5,127.5,168
Jordyn Razo,F,25,59.4,55,85,132.5
Karina Williams,F,25,87.75,62.5,120,142.5
Adirys Ramos,F,25,63.6,65,155,150
Jessica Dinnocenzo,F,25,65.1,50,100,125
Mikaela Gil,F,25,81,55,92.5,110
Lynette Hrzich,F,25,58.8,75,125,150
Victoria Osuna,F,25,81.2,90,137.5,177.5
Bailey Rickels,F,25,88.3,70,110,110
Ellen Smith,F,25,71.15,100,142.5,165
Britni Strates,F,25,69.3,65,120,132.5
Taylor Stannard,F,25,54.64,57.5,110,125
Elaina Noyola,F,25,56.8,40,70,85
Kelli Ennis,F,25,46.18,40,77.5,90
Amanda Partain,F,25,59.6,45,77.5,120
Erin Miller #2,F,25,102.1,95,130,175
Ashley Mendoza,F,25,69.4,45,70,95
Madeline Scavuzzo,F,25,57.15,57.5,87.5,140
Tabitha Gleason,F,25,66.75,92.5,147.5,192.5
Samantha Pardee,F,25,70.05,57.5,105,120
Sarah Midkiff,F,25,60.8,45,57.5,112.5
Brianna Harris,F,25,74.7,90,152.5,170
Rachel Kirkland,F,25,70,55,117.5,150
Kimberly Pajarillo,F,25,72.85,72.5,122.5,152.5
Patricia Murphy,F,25,67.6,65,130,132.5
Erin Schaefer,F,25,62.7,62.5,142.5,167.5
Mckenzi Brown,F,25,73.6,50,90,107.5
Rebeca Soto-Llamas,F,25,76.3,75,140,165
Aubrey Geis,F,25,80.8,55,112.5,125
Gabriela Vera,F,25,59.8,77.5,142.5,165
Peyton Elliott,F,25,74,75,155,155
Brandy Padilla,F,25,133.1,67.5,142.5,165
Alexandra Peek,F,25,67.1,82.5,110,145
Richelle Ledesma,F,25,51.45,62.5,102.5,142.5
Lauren Burke,F,25,71.8,52.5,102.5,142.5
Karyn Leihy,F,25,66.8,67.5,120,130
Peyton Davis #1,F,25,66.1,62.5,97.5,117.5
Loran Dominguez,F,25,90.9,85,137.5,175
Belle Morrow,F,25,51.6,40,102.5,120
Amanda Giacobbe,F,25,69.25,77.5,125,150
Natalia Korenev,F,25,71.2,67.5,120,155
Catherine Flynn,F,25,64.7,65,117.5,127.5
Ria Peralta,F,25,74.3,80,140,170
Denise Minard,F,25,55.7,85,122.5,162.5
Lindsey Harvey,F,25,67.3,102.5,145,167.5
Sharon Hartstein,F,25,64.7,62.5,102.5,120
Tricia Enriquez,F,25,50.7,50,97.5,117.5
Sarah Hutt,F,25,71.6,52.5,110,125
Raven Sullivan,F,25,81.9,67.5,142.5,167.5
Cindy Sparks,F,25,64.5,75,137.5,145
Amelia Onyshkevich,F,25,58.95,42.5,82.5,100
Shavon Revell,F,25,58.8,60,107.5,140
Hayley Nuval,F,25,67.1,57.5,102.5,130
Cat Adams,F,25,79.3,85,145,167.5
Caitlyn Buck,F,25,66.5,85,140,182.5
Jessica Howard,F,25,119.1,92.5,175,195
Denielle Wauthier,F,25,72.4,65,140,145
Heather Colwell,F,25,75.2,60,85,112.5
Jen Jue,F,25,51.5,50,102.5,135
Trinh Bui,F,25,56,50,92.5,122.5
Marisa Testino,F,25,58,52.5,92.5,132.5
Naomi-Lynn Sonnier,F,25,79.8,62.5,115,142.5
Claudia Trevino,F,25,81.2,50,95,125
Jessica Okimura,F,25,48.6,62.5,102.5,132.5
Sarah Conomacos,F,25,54,60,82.5,125
Kirstin Dabaja,F,25,117,85,125,175
Lisbeth Valdez,F,25,81.8,42.5,90,107.5
Jamee Mansanas,F,25,87,75,147.5,172.5
Nikki Baker,F,25,58.2,62.5,115,137.5
Catherine Greise,F,25,80.3,62.5,85,90
Dianne Robles,F,25,70,62.5,102.5,137.5
Andrea Morris,F,25,65.3,75,140,150
Shelby Aretz,F,25,74.6,107.5,192.5,197.5
Manuela G Toscano,F,25,72,77.5,167.5,187.5
Francesca Paraz,F,25,54.2,77.5,112.5,142.5
Sarah Zeh,F,25,74.4,65,120,130
Micaila Minnix,F,25,90,97.5,150,205
Myrna Torres,F,25,67.5,70,120,140
Haley Roberts,F,25,72.7,75,142.5,187.5
Cagney Steffen,F,25,73.1,50,95,102.5
Evalynn Amabile,F,25,65.35,50,102.5,112.5
Nina Johnson,F,25,51.21,37.5,57.5,92.5
Candace Marquette,F,25,73.53,47.5,95,115
Chinwendu Utom,F,25,66.41,80,135,162.5
Carla Rodriguez,F,25,82.5,67.5,120,147.5
Alyssa Butler,F,25,74.6,80,130,147.5
Emily Davidson,F,25,81.2,62.5,142.5,147.5
Laura Gerold,F,25,67.2,42.5,77.5,100
Erin Farber,F,25,99.4,77.5,170,190
Cat Niehaus,F,25,51,37.5,52.5,102.5
Mariela Salazar,F,25,65.7,70,147.5,150
Taylor Johnson #2,F,25,66.5,52.5,120,140
Ellie Klarl,F,25,53.3,62.5,105,132.5
Rachel Campanelli,F,25,71.75,57.5,115,122.5
Kimberly O'Neal,F,25,64.6,77.5,130,145
Jessica Brownlee,F,25,107.1,105,195,205
Avina Duong,F,25,67,52.5,117.5,122.5
Monika Pasztor,F,25,72.5,45,70,85
Kaitlin Bush,F,25,82.5,50,87.5,95
Ashley Cale,F,25,56.3,45,67.5,100
Emalie Cline,F,25,77.4,52.5,105,117.5
Seaira Bair,F,25,90.9,100,147.5,167.5
Anna Thoma,F,25,65.6,67.5,122.5,140
Jessie Botney,F,25,70.1,75,122.5,132.5
Samm Martin,F,25,117,92.5,147.5,185
Heather Sidletske,F,25,47.1,32.5,65,102.5
Nina Johnson,F,25,50.7,32.5,52.5,82.5
Chariel Sebarillo,F,25,80.8,52.5,115,125
Brielle Warnock,F,25,74.8,82.5,112.5,147.5
Abigail Hovorka,F,25,99.7,97.5,197.5,172.5
Jennifer Lopez,F,25,77.3,75,147.5,175
Meryl Carey,F,25,51.8,62.5,75,102.5
Glory Justo,F,25,74,57.5,110,125
Bryanna Smith,F,25,57.8,55,117.5,140
Samanntha Villnave,F,25,128.7,87.5,207.5,192.5
Jo Grassman,F,25,96.4,72.5,110,132.5
Savanna Peterson,F,25,80.3,60,140,142.5
Valerie Sabestyen,F,25,66.4,45,87.5,107.5
Annette La Rosa,F,25,61.6,67.5,125,152.5
Liza Wilensky,F,25,83.6,80,112.5,147.5
Savannah Schepp,F,25,67.1,80,140,192.5
Crystal Klaver,F,25,66.8,57.5,110,160
Hannah Mullett,F,25,118.8,75,135,160
Katey Choukalos,F,25,67.3,77.5,137.5,165
Carrie Kelsey,F,25,67.1,62.5,120,145
Lynette Herzick,F,25,58.4,75,120,155
Jessica McKenzie,F,25,65.2,65,107.5,122.5
Mckenzie Smith,F,25,74.5,57.5,142.5,177.5
Erica Gomez #1,F,25,70.4,75,125,167.5
Elsie Woo,F,25,65.2,95,142.5,152.5
Alisha Oseguera,F,25,67,67.5,120,160
Hailey Leighton,F,25,73.2,55,102.5,112.5
Nikolette Figueroa,F,25,70.8,60,100,140
Summer Watts,F,25,59.1,75,137.5,160
Rosanna Arias,F,25,65.9,77.5,152.5,175
Quinlyn Bryan,F,25,77.9,62.5,142.5,150
Samantha Hanna,F,25,60,62.5,102.5,125
Jessica Biemiller,F,25,64.8,82.5,122.5,152.5
Coleen Moralde,F,25,47.3,57.5,87.5,137.5
Jessica Dinnocenzo,F,25,65.4,50,97.5,120
Shreena Chopra,F,25,42.8,47.5,87.5,112.5
Mallory Brown,F,25,47.2,65,122.5,158
Heather Griffiths,F,25,65.4,62.5,107.5,142.5
Anna D'Alessio,F,25,61.6,67.5,115,127.5
Ashley Robinson,F,25,69.5,47.5,110,110
Trisha Fudge,F,25,71,52.5,80,112.5
Clarissa Archer,F,25,89.4,60,115,120
Meryl Carey,F,25,50.8,57.5,95,127.5
Marcy Franco,F,25,51,40,87.5,100
Kelsey Lueck,F,25,112.6,92.5,137.5,137.5
Haley Hill,F,25,59.7,122.5,170,210
Jordan Noe,F,25,60,100,165,212.5
Samantha Cadiente,F,25,74.8,60,122.5,140
Hoolaiikeao Cabanilla,F,25,83.8,102.5,160,162.5
Kristin Irons,F,25,64.6,62.5,105,142.5
Cat Tran,F,25,43.2,47.5,95,120
Haleigh Romero,F,25,65.2,72.5,120,155
Naomi-Lynn Sonnier,F,25,81.8,57.5,117.5,147.5
Rebecca Weston,F,25,78.1,77.5,147.5,167.5
Katelyn Jones,F,25,59.6,52.5,97.5,110
Jennifer Dixon,F,25,69.7,67.5,135,137.5
Lourdes Hernandez,F,25,65.6,52.5,90,112.5
Holli Khondaker,F,25,73.6,50,105,120
Emma Wieduwilt,F,25,66.5,77.5,140,172.5
Kathyrine Tumada,F,25,51.3,55,110,145
Sierra Stelzer,F,25,93.4,50,80,92.5
Lindsey Tepfer,F,25,52.8,57.5,75,105
Christy Senay,F,25,72.5,67.5,115,160
Gabriella Mill,F,25,81.5,85,110,165
Samantha Richards,F,25,64,50,85,112.5
Genesis Rascon,F,25,72.9,30,60,85
Cindy Hoang-Tran,F,25,74.1,82.5,145,155
Jennifer Gonzales-Romero,F,25,86.3,57.5,127.5,162.5
Emma Wieduwilt,F,25,67,72.5,142.5,172.5
Shylynn Hamilton,F,25,60.5,42.5,65,77.5
Valeria Ochoa,F,25,97.9,80,160,180
Jessica Okimura,F,25,49.9,72.5,117.5,147.5
Jennifer Dang,F,25,51.9,42.5,105,122.5
Alyssa Sablaon,F,25,55.8,62.5,90,127.5
Kay Martinez,F,25,89.8,85,187.5,187.5
Chelsea Dion,F,25,99,102.5,160,190
Didi Mouer,F,25,67.1,80,132.5,170
Ashley Brown #5,F,25,64.14,40,85,110
Linda Thornton,F,25,54.8,60,115,145
Sarah Charles,F,25,73.1,60,117.5,152.5
Kayce Morris,F,25,66.7,92.5,182.5,200
Cathy Maldoando,F,25,73.4,57.5,117.5,120
Terrica Green,F,25,85.5,72.5,102.5,140
Casey Ingram,F,25,56,77.5,122.5,160
Carla Reynoso,F,25,55.5,50,95,137.5
Emily Steele,F,25,72.9,85,150,162.5
Cristina Ruelas,F,25,55.85,47.5,107.5,135
Denise Arindaeng,F,25,54.3,50,95,132.5
Andrea Razo,F,25,58.5,52.5,110,142.5
Carmen Alatorre,F,25,82.3,42.5,97.5,120
Makayla Haynes,F,25,72.2,70,122.5,140
Paris Orin,F,25,110.2,72.5,115,125
Lindsey Sauter,F,25,43.3,40,72.5,95
Joy Love,F,25,117.8,55,97.5,145
Megan Kilgard,F,25,85.64,50,122.5,147.5
Gabriela Umanzor,F,25,73.9,50,112.5,132.5
Kelli Ennis,F,25,43.8,42.5,85,115
Shawn Trevino,F,25,67.35,72.5,115,155
Corrina Rocha,F,25,69.2,67.5,102.5,150
Jessica Vien,F,25,68,52.5,115,145
Kaelene Colobella,F,25,80.6,70,117.5,135
Jerika Bond,F,25,54.1,65,125,145
Victoria Hampton,F,25,59.6,82.5,142.5,142.5
Rebecca Sanchez,F,25,66.2,52.5,125,130
Sarah Zeh,F,25,74.1,62.5,125,140
Raven Martinez,F,25,44,55,115,140.5
Tatyana Anguiano,F,25,54.1,57.5,120,132.5
Gabriella Alvarado,F,25,82.4,97.5,140,175
Kamica Scott,F,25,105.5,82.5,172.5,152.5
Adriana Lucha,F,25,95.6,62.5,120,172.5
Sarah Conomacos,F,25,51.1,60,85,122.5
Erica Gomez #1,F,25,67.5,65,112.5,142.5
Alexis Schmidt,F,25,100.1,80,145,182.5
Elizabeth De Santiago,F,25,90.1,67.5,160,160
Andrea Christmas,F,25,73.5,52.5,120,135
Victoria Henderson,F,25,61.2,65,85,127.5
Grace Tomasko,F,25,83.4,57.5,112.5,140
Heather Hamilton #1,F,25,61.3,75,130,157.5
Victoria White,F,25,81.05,45,85,112.5
Madi Brewer,F,25,75.7,37.5,70,90
Jennifer Peter,F,25,63.1,45,105,142.5
Rebecca Albert,F,25,85.3,67.5,157.5,160
Jodie Du,F,25,48,47.5,80,102.5
Gabriela Perez,F,25,62.3,50,107.5,135
Sharon Hartstein,F,25,65,62.5,105,125
Mirna Huerta,F,25,72.3,42.5,107.5,122.5
Danielle Orlowski,F,25,73.6,55,105,112.5
Laurie Gotte,F,25,67,72.5,127.5,152.5
Emma Ranson,F,25,101.2,62.5,130,160
Magali Ramirez,F,25,76.36,75,130,160
Raianne Islam,F,25,87.45,55,107.5,132.5
Alexiss Conte,F,25,62.8,77.5,127.5,172.5
Alexis Wells,F,25,67.4,67.5,137.5,152.5
Nelly Morillo,F,25,62.8,47.5,90,117.5
Allison Martin,F,25,73,47.5,100,115
Nora Santiago,F,25,83.1,70,140,137.5
Hilary Crannage-Gallina,F,25,82.25,90,150,165
Whitney Deutsch,F,25,49.1,62.5,112.5,125
Rachel Bitz,F,25,55.6,60,100,125
Ellie Rojas,F,25,59.8,65,115,162.5
Stephanie Hanson,F,25,59.6,62.5,112.5,162.5
Tabitha Gleason,F,25,64.3,85,157.5,207.5
Andrea Morris,F,25,65.2,72.5,145,160
Amanda Duket,F,25,65.8,72.5,137.5,152.5
Andrea Gonzalez #1,F,25,64.7,65,140,150
Natalie Allen,F,25,76.2,50,85,122.5
McKenzie Spatz,F,25,58.3,67.5,125,140
Brittany Wooten,F,25,89.1,80,135,122.5
Kelli Ennis,F,25,45.6,47.5,80,112.5
Danielle Thomson,F,25,64.3,60,90,127.5
Sarah Allred,F,25,65.2,62.5,95,107.5
Kamarie Nicdao,F,25,72.7,52.5,85,122.5
Denya Palmer,F,25,73.2,42.5,85,100
Bianca Barrios,F,25,65.8,80,160,187.5
Sara Beller,F,25,84.2,65,137.5,170
Brenda Duarte,F,25,88,80,130,150
Brittany Coxsey,F,25,66.3,47.5,82.5,115
Makala Corbett,F,25,136,97.5,162.5,160
Desiré Mora,F,25,59.6,57.5,77.5,115
Sharon Jones,F,25,62.5,50,102.5,145
Abby Breithoff,F,25,107,67.5,140,185
Anissa Quinones,F,25,94.98,67.5,180,182.5
Jasmine Saenz,F,25,56,52.5,127.5,140
Brittney England,F,25,58,57.5,110,75
Marissa Janssen,F,25,79.5,55,115,152.5
Margie Rodgers,F,25,63.59,63,100.5,102.5
Jen Jue,F,25,51.35,42.5,105,127.5
Marcella Luby,F,25,76.5,47.5,102.5,122.5
Ashley Bishop,F,25,52.1,42.5,90,150
Rosa Salvatierra,F,25,65.82,57.5,112.5,137.5
Gloria Luong,F,25,54.6,55,100,120
Raquel Benitez,F,25,59,52.5,120,140
Alexandra Perry,F,25,64.1,57.5,130,140
Gabriela Valdez,F,25,73.5,60,127.5,165
Karina Williams,F,25,81.1,52.5,102.5,147.5
Rachel Bitz,F,25,55.3,60,105,132.5
Aja Price,F,25,73.25,95,177.5,192.5
Ruby Lee,F,25,75,60,152.5,150
Brittany May,F,25,67.8,60,112.5,127.5
Erin Leahy,F,25,65.15,52.5,105,150
Kaylee Lozada,F,25,63.4,42.5,65,85
Hikaru Komiyama,F,25,55.3,70,137.5,162.5
Ana Malagon,F,25,69.4,110,172.5,202.5
Audra Dominguez,F,25,68.3,65,100,142.5
Katrina WiseMen,F,25,71.3,52.5,90,137.5
Brianna Domiguez,F,25,56,70,117.5,150
Jasmine Zamora,F,25,55.6,57.5,102.5,140
Hannah Cossett,F,25,74,50,80,97.5
Kathryn Vollrath,F,25,59.6,65,95,117.5
Caitlyn Rayle,F,25,82.3,67.5,112.5,125
Amira Lamb,F,25,73.7,65,130,142.5
Kiara Dillon,F,25,89.8,62.5,135,142.5
Katie Johnson,F,25,85,40,75,130
Brianna Moyer,F,25,104.4,45,95,107.5
Sylvia Lovanrack,F,25,51,52.5,92.5,135
Madeline Scruggs,F,25,51.1,45,60,92.5
Renae Allemann,F,25,80.4,57.5,110,140.5
Gloryann Justo,F,25,73.21,52.5,92.5,112.5
Kelly Maddox,F,25,57.9,47.5,97.5,125
Kelly Lanahan,F,25,71.7,70,122.5,152.5
Kathleen Gomes,F,25,73.9,75,142.5,142.5
Samantha Terry,F,25,58.4,60,112.5,115
Desiree Guardado,F,25,50.7,30,70,102.5
Diana Gamez,F,25,66.7,60,122.5,145
Stephanie Sue,F,25,65.9,60,132.5,130
Taylor Salyers,F,25,58.8,52.5,92.5,102.5
Hannah Vowels,F,25,94.8,62.5,137.5,145
Stephanie Araya,F,25,47.8,50,92.5,122.5
Chloe Brown #3,F,25,98,72.5,145,160
Tera Hernandez,F,25,66.7,55,110,147.5
Brittany Franco,F,25,60.28,37.5,57.5,62.5
Kristen Bales,F,25,66.2,60,135,195
Sarah Vance #1,F,25,101.7,87.5,150,162.5
Madalyn Butler,F,25,59.7,62.5,90,110
Morgan Dawson,F,25,67.4,65,105,122.5
Emily Boehmer,F,25,73.5,65,142.5,150
Michelle Duong,F,25,72.2,60,110,132.5
Michaela Woodward,F,25,90.6,65,105,137.5
Sarah Head,F,25,67.5,30,110,117.5
Hanna Potts,F,25,72.1,80,125,160
Raven Mckinney,F,25,65,60,112.5,160
Kristen Wilbanks,F,25,72.9,90,147.5,160
Evan Schultz #1,F,25,98.5,65,117.5,145
Linda Chou,F,25,47.7,40,80,110
Cameron Anderson #2,F,25,89,77.5,155,185
Rachel Basiura,F,25,81.6,67.5,152.5,200
Angela Fuchs,F,25,51.8,65,140,172.5
Marie Gemeniano Vanegas,F,25,65.1,77.5,170,185
Kaleigh Nolan,F,25,71.4,77.5,175,177.5
Ha Nguyen,F,25,55.8,52.5,122.5,140
Phuong Tang,F,25,55.4,37.5,112.5,117.5
Hannah Hafner,F,25,60,57.5,112.5,117.5
Tatevik Mazmanyan,F,25,72.5,57.5,105,125
Taylor Maloney,F,25,60.6,60,105,137.5
Jessica Li,F,25,51.89,62.5,97.5,130
Hannah Barrass,F,25,72.6,75,132.5,150
Maria De Jesus,F,25,74.1,57.5,110,132.5
Ali Lindsey,F,25,60,47.5,72.5,97.5
Mackenna Moore,F,25,80.95,72.5,140,152.5
Samantha Trujillo,F,25,85.5,57.5,140,147.5
Mirela Mujic,F,25,102.9,57.5,137.5,175
Sydney Ward,F,25,78.5,55,92.5,117.5
Emma Gardner,F,25,74.6,65,137.5,162.5
Maddie Brundage,F,25,80.2,57.5,85,102.5
Gabrielle Alderman,F,25,121.1,65,150,177.5
Delaney Hilton,F,25,65.8,92.5,175,200
Julia Marrin,F,25,74.2,65,155,177.5
Stephanie Dang,F,25,55.05,47.5,90,100
Mirna Bresic,F,25,59.4,57.5,112.5,127.5
Caroline Cregger,F,25,72.5,62.5,125,145
Erika Johnson #1,F,25,59.9,50,117.5,140
Nicole Gamerl,F,25,65.9,47.5,82.5,102.5
Mallory King,F,25,66.5,45,92.5,95
Kelli Duren,F,25,64,65,122.5,172.5
Brittainy Chown,F,25,75,67.5,142.5,167.5
Chelsi Warren,F,25,58.7,50,80,85
Rachel Davidson,F,25,64.3,75,125,137.5
Sara Dawson,F,25,61.5,60,95,105
Alexis Toller,F,25,67.1,45,87.5,105
Briana Lee,F,25,73.4,62.5,120,155
Jessica Leiva,F,25,55.4,65,127.5,150
Andrea Razo,F,25,58.6,52.5,110,145
Liliana Cortez,F,25,65.2,47.5,82.5,105
Jessica Cook #2,F,25,68.2,50,102.5,137.5
Texana Holmes,F,25,73.03,55,112.5,142.5
Kelley Huff,F,25,70.49,50,102.5,122.5
Leticia Rivas,F,25,51.5,60,105,132.5
Stephanie Dang,F,25,54.1,50,90,95
Sarah Fausto,F,25,75,75,130,145
Jessica Matias,F,25,71.3,55,125,165
Ivette Monroy,F,25,87.2,62.5,132.5,150
Molly McNulty,F,25,55.6,52.5,90,112.5
Kamara Turner,F,25,66,70,125,145
Brittany Anderson,F,25,65.5,50,82.5,115
Alejandra Lemus,F,25,78.2,70,120,145
Estephany Meza,F,25,87.7,50,120,120
Kelly McCarthy,F,25,57.1,55,102.5,117.5
Brianna Morgan,F,25,66.2,47.5,92.5,117.5
Rachel Zajac,F,25,55.6,72.5,105,147.5
Alexis Widemark,F,25,74.2,77.5,112.5,135
Tanya Maldonado,F,25,74.3,62.5,112.5,130
Sarah Conomacos,F,25,50.8,65,92.5,130
Kelly Smigiera,F,25,62.1,40,107.5,137.5
Samantha Fischer,F,25,79.3,47.5,85,135
Tiffany Leung,F,25,43.65,57.5,120,140
Soupy Manivanh,F,25,47.8,47.5,97.5,125
Ashley Saunders,F,25,65.6,77.5,145,150
Bethany Peters,F,25,81.9,52.5,77.5,92.5
Michelle Do,F,25,62.6,82.5,117.5,130
Diamond Volk,F,25,63.6,65,140,162.5
Sayma Hanif,F,25,57.5,45,107.5,122.5
Chloe Kaunitz,F,25,59.6,90,130,137.5
Madeline Churches,F,25,73.5,75,130,160
Amanda Annoreno,F,25,87.3,40,75,92.5
Cynthia Leu,F,25,62.1,70,132.5,165
Kay Martinez,F,25,89.9,90,192.5,190
Lindsey Sowers,F,25,66.8,45,115,140
Elana Studer,F,25,55,55,92.5,117.5
Shelby Bettano,F,25,73.8,57.5,115,137.5
Erin Hicks,F,25,57.2,32.5,77.5,65
April Span,F,25,66.5,52.5,90,132.5
Kristianna Fernandez,F,25,51.8,42.5,100,117.5
Molly McNulty,F,25,55.5,52.5,85,117.5
Olivia Carone,F,25,67.3,55,92.5,127.5
Angelica Garcia,F,25,73.9,57.5,107.5,152.5
Nicole Kulevich,F,25,124,75,177.5,167.5
Nhi Nguyen,F,25,77,50,87.5,120
Morgan Holzer,F,25,74.4,70,130,155
Nicole Crapotta,F,25,63.5,65,115,160
Adele Huang,F,25,55.2,65,117.5,142.5
Edana Rosario,F,25,58.2,47.5,95,165
Leigha Vandyke,F,25,58,60,100,140
Ashley Wilson #1,F,25,66.9,87.5,170,220
Marian Martinez,F,25,51.7,60,95,127.5
Tiffany Savage,F,25,75,110,147.5,190
Makayla Thompson,F,25,59,70,115,122.5
Alyssa Medeiros,F,25,87.5,50,92.5,122.5
Dayana Martinez,F,25,52,60,95,130
Michelle Badders,F,25,59.7,57.5,117.5,120
Emily Costolo,F,25,62.6,50,105,110
Asevia Gacutan,F,25,87.4,50,105,142.5
Jennifer Wrede,F,25,64.7,75,115,137.5
Ryann Comerford,F,25,66.3,62.5,105,130
Rebecca Perrin,F,25,50.6,40,82.5,137.5
Angie Gutierrez,F,25,60.4,42.5,92.5,127.5
Mikayla Scott,F,25,79.6,77.5,145,155
Sally French,F,25,43.8,60,100,127.5
Genelynn Oreta,F,25,49.6,62.5,100,137.5
Jessica Cho,F,25,51.6,47.5,92.5,137.5
Rachel Kohl,F,25,58.9,65,110,122.5
Christina Ngo,F,25,46.7,52.5,112.5,140
Madeline Churches,F,25,74,80,145,152.5
Carly Blair,F,25,103.2,77.5,175,182.5
Brittany Pryor,F,25,94.62,120,185,230
Cherilyn Yee,F,25,57,60,132.5,150
Jocelyn Cardenas,F,25,73.6,47.5,87.5,122.5
Natasha Nagum,F,25,49,62.5,80,132.5
Shatonia Narvaez,F,25,58.4,45,80,120
Sanoe Kalalau,F,25,104.4,62.5,102.5,142.5
Paige Woiner,F,25,51.7,52.5,95,137.5
Payton Towns,F,25,73.2,80,160,157.5
Dianna Velasquez,F,25,59,55,100,137.5
Mercedes Dozal,F,25,67.2,85,140,192.5
Brianna Dominguez,F,25,59.1,65,120,142.5
Cameron Anderson #2,F,25,88.2,75,132.5,172.5
Sabrina Bray,F,25,77.6,50,105,122.5
Jen Smith #2,F,25,73,42.5,80,125
Kara Marks,F,25,71.6,52.5,95,122.5
Cameron Bass,F,25,76,67.5,120,165
Kate Mills,F,25,60.2,45,97.5,107.5
Sarah Montion,F,25,82.1,62.5,135,147.5
Cyra Martinez,F,25,81.3,67.5,140,145
Rachel Yonamine,F,25,49.2,47.5,97.5,102.5
Lauren Parrinello,F,25,66.1,75,147.5,162.5
Hannah Overberg,F,25,72.8,52.5,117.5,122.5
Catherine Flynn,F,25,63.4,60,130,125
Ria Peralta,F,25,74.6,75,135,165
Amber Prado,F,25,79.5,85,142.5,170
Carrie Althoff,F,25,58.3,70,120,145
Madeline Allen,F,25,67.5,87.5,145,157.5
Abbey Prunier,F,25,118.1,92.5,175,192.5
Aysha Elayan,F,25,66.7,85,155,200
Chelsea Allegro,F,25,64.8,92.5,155,187.5
Crystal Lopez,F,25,55.3,50,87.5,107.5
Sarah Ibarra,F,25,59.8,60,132.5,145
Marie Christophell,F,25,68.8,47.5,85,90
Brittney Elmore,F,25,101.8,67.5,130,145
Jamie Jockheck,F,25,74,60,107.5,137.5
Cierra Laxton,F,25,83.1,110,165,222.5
Brooke Yorgeson,F,25,118,95,202.5,187.5
Kaylyn Dart,F,25,60.7,62.5,102.5,122.5
Elizabeth Zamora,F,25,60.85,40,65,92.5
Natalie Moore,F,25,66.25,57.5,110,125
Randee Kotlar,F,25,90,80,142.5,182.5
Cindi Billingsley,F,25,78.8,65,125,142.5
Kristen Hutchins,F,25,60,70,125,162.5
Michelle Dean,F,25,56.7,45,95,132.5
Joanne T Ho,F,25,55,57.5,115,172.5
Sophia Benzarti,F,25,66.68,55,102.5,140
Juliana Nguyen,F,25,63.6,50,100,145
Amanda Giacobbe,F,25,69.85,75,127.5,152.5
Liza Blevins,F,25,73.9,57.5,145,145
Jenelle Jayubo,F,25,90,75,162.5,180
Abigail Clugston,F,25,89.72,82.5,147.5,150
Alexis Lee,F,25,59.2,67.5,115,135
Kristi Susca,F,25,59.6,65,102.5,130
Ana De La Paz,F,25,88.4,60,140,147.5
Anesha Yazzie,F,25,78.85,57.5,115,162.5
Stephanie Lacorazza,F,25,66.3,97.5,167.5,157.5
Samantha Layos,F,25,51,57.5,117.5,140
Stephanie Wu,F,25,55.5,57.5,120,160
Bailey Pieniazek,F,25,73.7,72.5,105,145
Elisabeth Dang,F,25,59.7,70,130,152.5
Araceli Franco,F,25,56,60,120,145
Kim Sandoval,F,25,66.1,67.5,135,135
Nicole Gatbonton,F,25,81.6,67.5,147.5,165
Sara Bengtson,F,25,71.3,55,102.5,105
Aysha Elayan,F,25,66.4,85,160,210
Karisa Jaime,F,25,65,55,107.5,117.5
Iris Farias,F,25,61.8,50,112.5,152.5
Anna Magby,F,25,66.7,57.5,112.5,125
Mailen Deddens,F,25,95.8,72.5,102.5,132.5
Nina Ewens,F,25,51.65,45,92.5,87.5
Asia Pitzer,F,25,65.8,70,140,182.5
Kaitlyn Stripling,F,25,71.6,97.5,105,137.5
Elyse Delgado,F,25,85.4,57.5,85,97.5
Olivia Devoto,F,25,58.95,50,117.5,132.5
Shravya Guda,F,25,123.1,67.5,135,145
Amber-Rea Aoki,F,25,92.55,67.5,117.5,125
Gabrielle Cooksey,F,25,66.8,62.5,92.5,117.5
Kathryn Thomann,F,25,80.4,72.5,120,120
Mercedes Schaerrer,F,25,124.8,72.5,170,185
Ruthie Beck,F,25,73.1,95,150,162.5
Makenna Roiko,F,25,58.6,52.5,107.5,140
Jasmine Castro,F,25,57.6,40,75,105
Laura Josephik,F,25,60,55,97.5,122.5
Shelby Stratton,F,25,74,52.5,117.5,150
Alisha Oseguera,F,25,71.85,72.5,130,152.5
Carina Hinojos,F,25,66,52.5,102.5,125
Annalise Shingler,F,25,50.71,52.5,100,117.5
Karina Rivera,F,25,65.95,47.5,92.5,122.5
Stormie Lee,F,25,72.7,60,120,135
Carla Reynoso,F,25,54.7,45,90,127.5
Julia Mccoy,F,25,70.9,87.5,110,147.5
Alana Coopersmith,F,25,60,70,120,125
Nohemi Lara,F,25,81.9,65,115,147.5
Emily Bautista,F,25,53.5,45,65,112.5
Kristina Jones,F,25,72.6,77.5,127.5,162.5
Elyse Delgado,F,25,82.7,60,105,110
Taylor Doster,F,25,61.7,82.5,125,142.5
Cristina Zulaica,F,25,59.8,52.5,112.5,130
Aubrey Yip,F,25,67.1,75,140,152.5
Brooke Burns,F,25,91.4,70,137.5,152.5
Ashley Dancoe,F,25,83.4,57.5,130,135
Kate Mills,F,25,60.9,45,85,107.5
Amanda Hernandez,F,25,53.93,62.5,107.5,110
