"Name","Age","Reg_Tm","Lg","Reg_G","Reg_PA","Reg_AB","Reg_R","Reg_H","Reg_Doubles","Reg_Triples","Reg_HR","Reg_RBI","Reg_SB","Reg_CS","Reg_BB","Reg_SO","Reg_BA","Reg_OBP","Reg_SLG","Reg_OPS","OPS+","Reg_TB","Reg_GDP","Reg_HBP","Reg_SH","Reg_SF","Reg_IBB","OppQual","Spring_G","Spring_PA","Spring_AB","Spring_R","Spring_H","Spring_Doubles","Spring_Triples","Spring_HR","Spring_RBI","Spring_SB","Spring_CS","Spring_BB","Spring_SO","Spring_BA","Spring_OBP","Spring_SLG","Spring_OPS","Spring_TB","Spring_GDP","Spring_HBP","Spring_SH","Spring_SF","Spring_IBB"
"Yoán Moncada",28,"CHW","AL",92,357,334,39,87,20,1,11,40,1,0,20,107,0.26,0.305,0.425,0.73,99,142,6,2,0,1,0,7.9,19,55,46,8,14,4,0,0,3,1,1,8,15,0.304,0.418,0.391,0.809,18,0,1,0,0,0
"Mickey Moniak",25,"LAA","AL",85,323,311,35,87,21,2,14,45,6,3,9,113,0.28,0.307,0.495,0.802,114,154,4,3,0,0,1,7.2,23,58,53,3,15,4,0,1,4,3,1,4,16,0.283,0.328,0.415,0.743,22,0,0,0,1,0
"Elehuris Montero",24,"COL","NL",85,307,284,40,69,15,2,11,39,0,0,15,111,0.243,0.29,0.426,0.716,84,121,5,5,0,3,0,7.1,23,65,59,8,14,5,0,3,9,0,0,3,18,0.237,0.292,0.475,0.767,28,1,2,0,1,0
"Coco Montes",26,"COL","NL",18,41,38,3,7,2,0,1,3,0,0,2,12,0.184,0.244,0.316,0.56,45,12,0,1,0,0,0,6.2,20,34,29,4,8,2,0,1,4,0,0,3,7,0.276,0.364,0.448,0.812,13,0,1,1,0,0
"Dylan Moore",30,"SEA","AL",67,165,145,18,30,9,1,7,19,7,3,16,56,0.207,0.303,0.428,0.731,105,62,1,4,0,0,0,7.1,18,47,37,8,14,2,0,2,8,4,0,10,16,0.378,0.511,0.595,1.105,22,0,0,0,0,0
"Christopher Morel",24,"CHC","NL",107,429,388,62,96,17,3,26,70,6,2,36,133,0.247,0.313,0.508,0.821,118,197,7,2,1,2,0,7.5,19,53,46,8,11,3,0,2,5,2,0,5,17,0.239,0.321,0.435,0.756,20,2,1,0,1,0
"Gabriel Moreno",23,"ARI","NL",111,380,341,33,97,19,1,7,50,6,2,29,75,0.284,0.339,0.408,0.747,105,139,17,3,0,7,0,7.4,12,36,33,3,6,1,0,1,3,0,0,3,8,0.182,0.25,0.303,0.553,10,1,0,0,0,0
"Ryan Mountcastle",26,"BAL","AL",115,470,423,64,114,21,1,18,68,3,1,37,107,0.27,0.328,0.452,0.779,117,191,13,3,0,7,1,7.7,13,39,37,3,9,3,0,0,8,0,0,1,7,0.243,0.256,0.324,0.581,12,1,0,0,1,0
"Mike Moustakas",34,"TOT","MLB",112,386,352,43,87,15,0,12,48,0,0,23,95,0.247,0.293,0.392,0.685,82,138,7,3,0,8,1,7.3,19,46,41,5,8,2,0,1,2,0,0,4,13,0.195,0.283,0.317,0.6,13,1,1,0,0,0
"Mike Moustakas",34,"COL","NL",47,136,115,21,31,7,0,4,17,0,0,17,34,0.27,0.36,0.435,0.795,107,50,1,1,0,3,1,7.3,19,46,41,5,8,2,0,1,2,0,0,4,13,0.195,0.283,0.317,0.6,13,1,1,0,0,0
"Mike Moustakas",34,"LAA","AL",65,250,237,22,56,8,0,8,31,0,0,6,61,0.236,0.256,0.371,0.627,69,88,6,2,0,5,0,7.3,19,46,41,5,8,2,0,1,2,0,0,4,13,0.195,0.283,0.317,0.6,13,1,1,0,0,0
"Cedric Mullins",28,"BAL","AL",116,455,404,51,94,23,3,15,74,19,3,43,101,0.233,0.305,0.416,0.721,101,168,6,1,3,4,1,8.9,11,33,27,3,3,0,0,0,0,1,0,6,5,0.111,0.273,0.111,0.384,3,0,0,0,0,0
"Max Muncy",32,"LAD","NL",135,579,482,95,102,17,1,36,105,1,2,85,153,0.212,0.333,0.475,0.808,116,229,8,6,0,6,4,7.8,12,30,20,5,8,0,0,2,4,0,0,6,6,0.4,0.567,0.7,1.267,14,0,3,0,1,0
"Sean Murphy",28,"ATL","NL",108,438,370,65,93,21,0,21,68,0,0,49,98,0.251,0.365,0.478,0.844,126,177,18,18,0,1,0,7.9,12,31,31,5,11,1,0,3,12,0,0,0,3,0.355,0.355,0.677,1.032,21,2,0,0,0,0
"Tom Murphy",32,"SEA","AL",47,159,145,19,42,12,0,8,17,0,0,10,44,0.29,0.335,0.538,0.873,143,78,4,1,0,2,0,7.3,15,48,40,5,14,4,0,3,7,0,0,5,13,0.35,0.426,0.675,1.101,27,2,1,0,1,0
"Dane Myers",27,"MIA","NL",22,70,67,9,18,3,0,1,9,1,1,2,19,0.269,0.286,0.358,0.644,72,24,1,0,0,1,0,7.3,17,38,34,7,14,2,0,3,5,4,0,3,10,0.412,0.474,0.735,1.209,25,0,1,0,0,0
"Omar Narváez",31,"NYM","NL",49,146,128,12,27,5,0,2,7,0,0,14,27,0.211,0.283,0.297,0.58,62,38,1,0,1,3,0,7.5,11,31,26,4,6,1,0,0,3,0,0,3,4,0.231,0.355,0.269,0.624,7,0,2,0,0,0
"Bo Naylor",23,"CLE","AL",67,230,198,33,47,13,0,11,32,5,0,30,53,0.237,0.339,0.47,0.809,121,93,2,1,0,1,1,7.9,12,36,35,1,8,1,0,0,4,0,0,1,8,0.229,0.25,0.257,0.507,9,2,0,0,0,0
"Josh Naylor",26,"CLE","AL",121,495,452,52,139,31,0,17,97,10,3,33,68,0.308,0.354,0.489,0.842,130,221,11,3,0,7,9,7.8,19,60,53,4,16,3,0,0,8,3,1,5,9,0.302,0.35,0.358,0.708,19,1,0,0,2,0
"Zach Neto",22,"LAA","AL",84,329,289,38,65,17,0,9,34,5,1,20,77,0.225,0.308,0.377,0.685,86,109,5,16,1,3,0,7.4,22,62,58,12,18,2,3,3,12,4,1,3,9,0.31,0.339,0.603,0.942,35,0,0,0,1,0
"Tyler Nevin",26,"DET","AL",41,111,95,11,19,3,1,2,10,0,1,12,25,0.2,0.306,0.316,0.622,73,30,1,3,0,1,0,7.9,23,60,57,6,19,2,0,2,7,0,0,2,11,0.333,0.367,0.474,0.84,27,2,1,0,0,0
"Kevin Newman",29,"CIN","NL",74,253,225,28,57,16,0,3,28,8,1,17,34,0.253,0.311,0.364,0.675,81,82,7,4,2,5,0,7.5,20,41,36,3,7,1,0,1,4,0,1,5,11,0.194,0.293,0.306,0.598,11,1,0,0,0,0
"Tomás Nido",29,"NYM","NL",22,61,56,5,7,0,0,0,1,0,0,2,18,0.125,0.153,0.125,0.278,-21,7,2,0,2,1,0,6.5,13,20,19,2,4,0,0,1,3,0,0,0,2,0.211,0.25,0.368,0.618,7,0,1,0,0,0
"Brandon Nimmo",30,"NYM","NL",152,682,592,89,162,30,6,24,68,3,3,74,146,0.274,0.363,0.466,0.829,128,276,6,11,1,4,0,7.3,14,48,43,3,10,3,0,0,5,0,0,5,12,0.233,0.313,0.302,0.615,13,2,0,0,0,0
"Ryan Noda",27,"OAK","AL",128,495,406,63,93,22,1,16,54,3,1,77,170,0.229,0.364,0.406,0.77,118,165,4,10,0,2,1,7.4,20,60,51,7,14,1,1,1,3,1,0,7,16,0.275,0.383,0.392,0.775,20,3,2,0,0,0
"Austin Nola",33,"SDP","NL",52,154,130,9,19,3,0,1,8,0,0,18,31,0.146,0.26,0.192,0.452,28,25,5,2,4,0,0,6.7,12,26,25,4,5,0,0,0,0,0,0,1,2,0.2,0.231,0.2,0.431,5,0,0,0,0,0
"Lars Nootbaar",25,"STL","NL",117,503,426,74,111,23,1,14,46,11,1,72,99,0.261,0.367,0.418,0.784,115,178,7,1,1,3,2,7.6,4,11,9,1,4,0,0,0,1,1,0,2,1,0.444,0.545,0.444,0.99,4,0,0,0,0,0
"Ryan O'Hearn",29,"BAL","AL",112,368,346,48,100,22,1,14,60,5,1,15,82,0.289,0.322,0.48,0.801,122,166,2,3,1,3,2,7.9,16,48,40,4,13,2,0,1,4,0,0,8,9,0.325,0.438,0.45,0.888,18,0,0,0,0,0
"Logan O'Hoppe",23,"LAA","AL",51,199,182,23,43,6,0,14,29,0,1,14,48,0.236,0.296,0.5,0.796,112,91,4,2,0,1,0,7.5,20,57,52,4,10,2,0,2,7,1,1,5,15,0.192,0.263,0.346,0.609,18,0,0,0,0,0
"Brian O'Keefe",29,"SEA","AL",8,21,19,0,2,2,0,0,2,0,0,2,7,0.105,0.19,0.211,0.401,14,4,2,0,0,0,0,7,15,22,19,3,7,1,0,0,4,0,0,3,3,0.368,0.455,0.421,0.876,8,2,0,0,0,0
"Tyler O'Neill",28,"STL","NL",72,266,238,27,55,14,0,9,21,5,0,28,67,0.231,0.312,0.403,0.715,94,96,5,0,0,0,0,7.7,14,43,35,9,10,2,0,2,4,2,0,8,8,0.286,0.419,0.514,0.933,18,2,0,0,0,0
"Shohei Ohtani",28,"LAA","AL",135,599,497,102,151,26,8,44,95,20,6,91,143,0.304,0.412,0.654,1.066,185,325,9,3,0,3,21,7.4,11,34,28,5,11,1,1,2,9,1,0,6,10,0.393,0.5,0.714,1.214,20,1,0,0,0,0
"Chris Okey",28,"LAA","AL",2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0,6.4,11,15,15,3,7,0,0,2,7,0,0,0,3,0.467,0.467,0.867,1.333,13,0,0,0,0,0
"Edward Olivares",27,"KCR","AL",107,385,354,47,93,23,4,12,36,11,5,22,64,0.263,0.317,0.452,0.769,106,160,7,7,0,2,1,8,19,49,48,4,10,3,1,1,6,0,0,1,10,0.208,0.224,0.375,0.599,18,0,0,0,0,0
"Matt Olson",29,"ATL","NL",162,720,608,127,172,27,3,54,139,1,0,104,167,0.283,0.389,0.604,0.993,163,367,13,4,0,4,8,7.6,19,53,44,6,7,1,0,1,2,0,0,8,15,0.159,0.302,0.25,0.552,11,2,1,0,0,0
"Jonathan Ornelas",23,"TEX","AL",8,8,7,2,1,0,0,0,0,0,0,0,4,0.143,0.25,0.143,0.393,14,1,0,1,0,0,0,6.8,18,27,25,4,6,2,0,0,2,1,0,2,5,0.24,0.296,0.32,0.616,8,1,0,0,0,0
"Rafael Ortega",32,"NYM","NL",47,136,114,16,25,3,0,1,8,6,1,20,33,0.219,0.341,0.272,0.613,74,31,0,1,1,0,0,7.3,22,48,36,6,7,0,1,1,5,3,1,10,13,0.194,0.354,0.333,0.688,12,1,0,0,2,0
"Joey Ortiz",24,"BAL","AL",15,34,33,4,7,1,0,0,4,0,0,0,9,0.212,0.206,0.242,0.448,26,8,2,0,0,1,0,7.3,15,43,37,7,8,1,1,2,7,1,1,6,10,0.216,0.326,0.459,0.785,17,1,0,0,0,0
"James Outman",26,"LAD","NL",151,567,483,86,120,16,3,23,70,16,3,68,181,0.248,0.353,0.437,0.79,113,211,4,12,0,4,1,7.2,14,39,34,6,10,3,0,2,6,3,1,4,14,0.294,0.385,0.559,0.943,19,0,1,0,0,0
"Chris Owings",31,"PIT","NL",10,25,25,0,4,0,0,0,0,0,0,0,12,0.16,0.16,0.16,0.32,-12,4,1,0,0,0,0,7,14,33,26,6,7,2,0,1,4,2,1,7,11,0.269,0.424,0.462,0.886,12,0,0,0,0,0
"Marcell Ozuna",32,"ATL","NL",144,592,530,84,145,29,1,40,100,0,0,57,134,0.274,0.346,0.558,0.905,139,296,9,3,0,2,1,7.7,20,53,51,4,15,2,0,2,4,0,0,2,17,0.294,0.321,0.451,0.772,23,1,0,0,0,0
"Cristian Pache",24,"PHI","NL",48,95,84,12,20,7,1,2,11,2,3,10,27,0.238,0.319,0.417,0.736,99,35,1,0,1,0,0,7.7,16,42,39,8,11,2,0,2,4,0,0,3,17,0.282,0.333,0.487,0.821,19,1,0,0,0,0
"Kevin Padlo",26,"LAA","AL",3,8,8,1,1,1,0,0,0,0,0,0,0,0.125,0.125,0.25,0.375,-1,2,1,0,0,0,0,6.8,16,33,27,7,6,1,0,2,5,1,0,6,12,0.222,0.364,0.481,0.845,13,1,0,0,0,0
"Joshua Palacios",27,"PIT","NL",91,264,247,26,59,9,2,10,40,5,0,12,56,0.239,0.279,0.413,0.692,85,102,7,2,2,1,0,7.5,5,14,12,1,0,0,0,0,1,0,0,2,5,0,0.143,0,0.143,0,1,0,0,0,0
"Richie Palacios",26,"STL","NL",32,102,93,9,24,6,0,6,16,2,0,6,11,0.258,0.307,0.516,0.823,120,48,1,1,1,1,0,7,21,60,54,9,17,3,0,3,7,2,1,5,11,0.315,0.367,0.537,0.904,29,0,0,0,1,0
"Isaac Paredes",24,"TBR","AL",143,571,492,71,123,24,0,31,98,1,0,58,104,0.25,0.352,0.488,0.84,132,240,11,20,0,1,0,7.6,17,47,42,4,9,2,0,0,2,0,0,5,10,0.214,0.298,0.262,0.56,11,2,0,0,0,0
"Kyren Paris",21,"LAA","AL",15,46,40,4,4,0,0,0,1,3,0,4,17,0.1,0.2,0.1,0.3,-14,4,0,1,1,0,0,7.3,12,23,23,1,5,0,0,0,2,3,0,0,8,0.217,0.217,0.217,0.435,5,0,0,0,0,0
"Vinnie Pasquantino",25,"KCR","AL",61,260,231,24,57,17,0,9,26,0,0,25,31,0.247,0.324,0.437,0.762,105,101,7,2,0,1,2,7.6,15,48,44,5,11,4,0,1,8,0,0,4,4,0.25,0.313,0.409,0.722,18,2,0,0,0,0
"Joc Pederson",31,"SFG","NL",121,425,358,59,84,14,3,15,51,0,0,57,89,0.235,0.348,0.416,0.764,112,149,12,7,0,3,6,7.9,16,45,39,2,6,0,0,2,5,1,0,5,11,0.154,0.25,0.308,0.558,12,1,0,0,0,0
"Liover Peguero",22,"PIT","NL",59,213,198,21,47,4,1,7,26,6,2,11,67,0.237,0.28,0.374,0.653,76,74,6,1,2,1,0,7.6,12,29,26,6,7,1,0,1,3,0,2,3,4,0.269,0.345,0.423,0.768,11,0,0,0,0,0
"Jeremy Peña",25,"HOU","AL",150,634,577,81,152,32,3,10,52,13,9,43,129,0.263,0.324,0.381,0.705,95,220,11,9,1,1,1,7.9,14,42,39,7,11,4,1,0,3,2,1,3,9,0.282,0.333,0.436,0.769,17,0,0,0,0,0
"David Peralta",35,"LAD","NL",133,422,394,47,102,25,1,7,55,4,1,20,72,0.259,0.294,0.381,0.675,82,150,8,2,0,6,1,6.1,6,20,18,4,8,1,1,1,6,0,0,2,4,0.444,0.5,0.778,1.278,14,0,0,0,0,0
"Oswald Peraza",23,"NYY","AL",52,191,173,15,33,8,0,2,14,4,3,13,50,0.191,0.267,0.272,0.539,49,47,1,5,0,0,0,7.9,3,8,7,0,0,0,0,0,0,1,0,0,4,0,0.125,0,0.125,0,0,1,0,0,0
"Geraldo Perdomo",23,"ARI","NL",144,495,407,71,100,20,4,6,47,16,4,64,86,0.246,0.353,0.359,0.712,97,146,2,6,14,4,1,7.5,15,39,37,2,8,3,0,0,4,1,0,1,10,0.216,0.256,0.297,0.554,11,0,1,0,0,0
"Everson Pereira",22,"NYY","AL",27,103,93,6,14,4,0,0,10,4,0,8,40,0.151,0.233,0.194,0.427,20,18,1,2,0,0,0,7.3,12,34,32,2,6,0,0,1,6,1,0,1,14,0.188,0.206,0.281,0.487,9,0,0,0,1,0
"Carlos Pérez",32,"OAK","AL",66,189,168,17,38,4,0,6,20,0,0,13,40,0.226,0.293,0.357,0.65,83,60,4,4,1,3,0,7.2,17,40,36,3,4,2,0,1,3,0,0,4,10,0.111,0.2,0.25,0.45,9,1,0,0,0,0
"Carlos Pérez",32,"OAK","AL",66,189,168,17,38,4,0,6,20,0,0,13,40,0.226,0.293,0.357,0.65,83,60,4,4,1,3,0,7.6,6,7,6,0,0,0,0,0,0,0,0,1,2,0,0.143,0,0.143,0,1,0,0,0,0
"Carlos Pérez",26,"CHW","AL",27,53,49,5,10,4,0,1,3,0,0,4,11,0.204,0.264,0.347,0.611,67,17,2,0,0,0,0,7.2,17,40,36,3,4,2,0,1,3,0,0,4,10,0.111,0.2,0.25,0.45,9,1,0,0,0,0
"Carlos Pérez",26,"CHW","AL",27,53,49,5,10,4,0,1,3,0,0,4,11,0.204,0.264,0.347,0.611,67,17,2,0,0,0,0,7.6,6,7,6,0,0,0,0,0,0,0,0,1,2,0,0.143,0,0.143,0,1,0,0,0,0
"Michael Pérez",30,"NYM","NL",3,8,8,1,4,1,0,0,0,0,0,0,1,0.5,0.5,0.625,1.125,210,5,0,0,0,0,0,7.1,15,30,24,6,7,2,0,1,7,0,0,5,6,0.292,0.433,0.5,0.933,12,0,1,0,0,0
"Roberto Pérez",34,"SFG","NL",5,17,15,0,2,0,0,0,1,0,0,2,6,0.133,0.235,0.133,0.369,7,2,0,0,0,0,0,6.8,7,13,10,1,1,0,0,0,0,0,0,3,3,0.1,0.308,0.1,0.408,1,1,0,0,0,0
"Salvador Perez",33,"KCR","AL",140,580,538,59,137,21,0,23,80,0,0,19,135,0.255,0.292,0.422,0.714,91,227,11,13,0,8,6,7.3,13,40,40,7,12,2,0,3,9,0,0,0,6,0.3,0.3,0.575,0.875,23,2,0,0,0,0
"Blake Perkins",26,"MIL","NL",67,168,143,28,31,7,0,4,20,5,2,23,46,0.217,0.325,0.35,0.675,85,50,3,0,2,0,0,7.3,15,43,36,7,8,1,0,0,7,4,0,5,13,0.222,0.302,0.25,0.552,9,0,0,0,2,0
"Jace Peterson",33,"TOT","MLB",133,430,374,35,79,10,4,6,37,15,2,47,101,0.211,0.304,0.307,0.611,73,115,7,4,2,3,2,7.4,15,43,36,5,10,3,1,0,7,0,1,4,11,0.278,0.395,0.417,0.812,15,0,3,0,0,0
"Jace Peterson",33,"OAK","AL",92,324,281,30,62,7,2,6,28,11,1,36,77,0.221,0.313,0.324,0.637,81,91,6,3,1,3,1,7.4,15,43,36,5,10,3,1,0,7,0,1,4,11,0.278,0.395,0.417,0.812,15,0,3,0,0,0
"Jace Peterson",33,"ARI","NL",41,106,93,5,17,3,2,0,9,4,1,11,24,0.183,0.276,0.258,0.534,49,24,1,1,1,0,1,7.4,15,43,36,5,10,3,1,0,7,0,1,4,11,0.278,0.395,0.417,0.812,15,0,3,0,0,0
"Brett Phillips",29,"LAA","AL",39,71,63,9,11,1,0,3,6,3,1,8,36,0.175,0.268,0.333,0.601,63,21,0,0,0,0,0,7.5,22,35,32,6,7,3,1,0,5,2,0,1,15,0.219,0.257,0.375,0.632,12,0,1,0,1,0
"Kevin Pillar",34,"ATL","NL",81,206,197,29,45,10,0,9,32,4,1,6,50,0.228,0.248,0.416,0.664,75,82,2,0,0,3,0,7.3,19,52,47,6,11,6,0,0,5,1,0,2,12,0.234,0.288,0.362,0.65,17,1,2,0,1,0
"René Pinto",26,"TBR","AL",38,105,103,10,26,3,0,6,16,0,0,2,34,0.252,0.267,0.456,0.723,97,47,2,0,0,0,0,6.9,16,38,37,2,11,2,0,0,2,0,1,1,16,0.297,0.316,0.351,0.667,13,0,0,0,0,0
"Jorge Polanco",29,"MIN","AL",80,343,302,38,77,18,0,14,48,4,0,36,88,0.255,0.335,0.454,0.789,115,137,2,2,0,3,0,8.3,17,49,43,10,18,5,0,3,17,0,0,5,12,0.419,0.49,0.744,1.234,32,1,1,0,0,0
"Logan Porter",27,"KCR","AL",11,38,31,4,6,1,0,1,3,0,0,5,11,0.194,0.324,0.323,0.647,78,10,2,1,1,0,0,6.7,16,24,21,0,4,0,0,0,1,0,0,3,6,0.19,0.292,0.19,0.482,4,0,0,0,0,0
"Nick Pratto",24,"KCR","AL",95,345,306,33,71,16,0,7,35,1,1,29,138,0.232,0.307,0.353,0.66,80,108,3,6,0,4,0,7.3,13,42,38,9,16,1,1,4,13,1,0,2,8,0.421,0.476,0.816,1.292,31,1,2,0,0,0
"Jurickson Profar",30,"TOT","NL",125,521,459,55,111,27,2,9,46,1,0,50,90,0.242,0.321,0.368,0.689,81,169,11,6,0,5,0,8.2,10,27,24,2,6,2,0,1,4,1,0,3,1,0.25,0.333,0.458,0.792,11,0,0,0,0,0
"Jurickson Profar",30,"COL","NL",111,472,415,51,98,25,2,8,39,1,0,45,86,0.236,0.316,0.364,0.68,78,151,9,6,0,5,0,8.2,10,27,24,2,6,2,0,1,4,1,0,3,1,0.25,0.333,0.458,0.792,11,0,0,0,0,0
"Jurickson Profar",30,"SDP","NL",14,49,44,4,13,2,0,1,7,0,0,5,4,0.295,0.367,0.409,0.776,115,18,2,0,0,0,0,8.2,10,27,24,2,6,2,0,1,4,1,0,3,1,0.25,0.333,0.458,0.792,11,0,0,0,0,0
"Ceddanne Rafaela",22,"BOS","AL",28,89,83,11,20,6,0,2,5,3,1,4,28,0.241,0.281,0.386,0.666,78,32,2,1,0,1,0,7.7,23,69,63,8,17,6,0,3,10,5,1,4,13,0.27,0.319,0.508,0.827,32,3,1,0,1,0
"Cal Raleigh",26,"SEA","AL",145,569,513,78,119,23,1,30,75,0,0,54,158,0.232,0.306,0.456,0.762,113,234,6,1,0,1,1,7,15,44,39,8,10,1,1,4,13,1,0,3,12,0.256,0.341,0.641,0.982,25,1,2,0,0,0
"Luke Raley",28,"TBR","AL",118,406,357,56,89,23,3,19,49,14,3,28,128,0.249,0.333,0.49,0.824,127,175,2,18,1,2,0,6.9,18,49,44,1,7,1,1,0,4,1,2,4,15,0.159,0.245,0.227,0.472,10,0,1,0,0,0
"Harold Ramírez",28,"TBR","AL",122,434,400,58,125,19,2,12,68,5,3,22,79,0.313,0.353,0.46,0.813,126,184,7,6,0,6,0,7.2,18,51,46,5,13,3,0,0,6,1,0,3,11,0.283,0.353,0.348,0.701,16,1,2,0,0,0
"José Ramírez",30,"CLE","AL",156,691,611,87,172,36,5,24,80,28,6,73,73,0.282,0.356,0.475,0.831,128,290,8,1,0,6,22,7.5,17,52,51,8,11,3,0,5,9,0,1,1,9,0.216,0.231,0.569,0.799,29,1,0,0,0,0
"Heliot Ramos",23,"SFG","NL",25,60,56,5,10,4,0,1,2,0,0,4,20,0.179,0.233,0.304,0.537,48,17,1,0,0,0,0,7.2,10,19,17,1,2,0,0,0,0,0,0,1,5,0.118,0.211,0.118,0.328,2,0,1,0,0,0
"J.T. Realmuto",32,"PHI","NL",135,540,489,70,123,28,5,20,63,16,5,35,138,0.252,0.31,0.452,0.762,105,221,10,9,0,5,3,7.8,15,41,40,6,10,1,0,2,4,1,0,0,11,0.25,0.268,0.425,0.693,17,2,1,0,0,0
"Rob Refsnyder",32,"BOS","AL",89,243,202,31,50,9,1,1,28,7,2,33,47,0.248,0.365,0.317,0.682,87,64,8,5,1,1,0,7.1,9,25,20,2,6,0,0,1,7,0,0,3,7,0.3,0.4,0.45,0.85,9,0,1,0,1,0
"Zach Remillard",29,"CHW","AL",54,160,147,16,37,7,0,1,18,4,3,8,48,0.252,0.295,0.32,0.615,70,47,3,1,4,0,1,7.6,24,49,43,4,11,3,0,2,5,3,1,0,16,0.256,0.304,0.465,0.769,20,0,3,3,0,0
"Anthony Rendon",33,"LAA","AL",43,183,148,23,35,6,0,2,22,2,0,25,27,0.236,0.361,0.318,0.678,89,47,6,6,0,4,0,7.9,16,44,35,6,6,2,0,0,1,1,0,8,6,0.171,0.341,0.229,0.569,8,0,1,0,0,0
"Hunter Renfroe",31,"TOT","MLB",140,548,498,60,116,31,0,20,60,0,0,44,125,0.233,0.297,0.416,0.713,92,207,15,3,0,3,0,7.5,12,36,31,2,5,0,0,1,3,0,0,5,9,0.161,0.278,0.258,0.536,8,1,0,0,0,0
"Hunter Renfroe",31,"LAA","AL",126,504,459,56,111,31,0,19,56,0,0,39,113,0.242,0.304,0.434,0.737,99,199,15,3,0,3,0,7.5,12,36,31,2,5,0,0,1,3,0,0,5,9,0.161,0.278,0.258,0.536,8,1,0,0,0,0
"Hunter Renfroe",31,"CIN","NL",14,44,39,4,5,0,0,1,4,0,0,5,12,0.128,0.227,0.205,0.432,18,8,0,0,0,0,0,7.5,12,36,31,2,5,0,0,1,3,0,0,5,9,0.161,0.278,0.258,0.536,8,1,0,0,0,0
"Luis Rengifo",26,"LAA","AL",126,445,394,55,104,15,4,16,51,6,4,41,82,0.264,0.339,0.444,0.783,112,175,3,6,0,4,0,7.4,14,35,34,0,7,1,0,0,0,1,0,1,7,0.206,0.229,0.235,0.464,8,1,0,0,0,0
"Pablo Reyes",29,"BOS","AL",64,185,167,27,48,9,0,2,20,7,2,14,21,0.287,0.339,0.377,0.716,94,63,3,0,2,2,0,7.5,23,57,44,8,7,1,0,1,3,1,1,12,8,0.159,0.333,0.25,0.583,11,3,0,0,1,0
"Bryan Reynolds",28,"PIT","NL",145,640,574,85,151,31,5,24,84,12,1,53,138,0.263,0.33,0.46,0.79,112,264,13,7,0,6,2,7.7,15,46,42,4,8,0,0,4,6,1,0,4,6,0.19,0.261,0.476,0.737,20,0,0,0,0,0
"Austin Riley",26,"ATL","NL",159,715,636,117,179,32,3,37,97,3,1,59,172,0.281,0.345,0.516,0.861,129,328,18,9,0,11,4,7.7,18,48,44,5,11,1,0,3,5,0,0,2,11,0.25,0.313,0.477,0.79,21,3,2,0,0,0
"Alfonso Rivas III",26,"TOT","NL",48,123,109,8,25,10,1,3,15,1,0,9,36,0.229,0.303,0.422,0.725,95,46,1,3,1,1,0,7.2,22,45,36,6,7,3,0,0,3,0,0,5,9,0.194,0.356,0.278,0.633,10,4,4,0,0,0
"Alfonso Rivas III",26,"SDP","NL",8,17,15,2,3,2,0,0,1,0,0,2,7,0.2,0.294,0.333,0.627,73,5,0,0,0,0,0,7.2,22,45,36,6,7,3,0,0,3,0,0,5,9,0.194,0.356,0.278,0.633,10,4,4,0,0,0
"Alfonso Rivas III",26,"PIT","NL",40,106,94,6,22,8,1,3,14,1,0,7,29,0.234,0.305,0.436,0.741,99,41,1,3,1,1,0,7.2,22,45,36,6,7,3,0,0,3,0,0,5,9,0.194,0.356,0.278,0.633,10,4,4,0,0,0
"Emmanuel Rivera",27,"ARI","NL",86,283,257,32,67,13,0,4,29,1,0,22,56,0.261,0.314,0.358,0.672,85,92,9,0,0,4,0,7.5,21,56,48,3,8,1,1,0,4,0,0,7,9,0.167,0.268,0.229,0.497,11,0,0,0,1,0
"Anthony Rizzo",33,"NYY","AL",99,421,373,45,91,14,0,12,41,0,3,35,97,0.244,0.328,0.378,0.706,94,141,10,12,0,1,1,7.4,15,43,36,5,14,3,0,2,9,0,1,7,6,0.389,0.488,0.639,1.127,23,0,0,0,0,0
"Luis Robert Jr.",25,"CHW","AL",145,595,546,90,144,36,1,38,80,20,4,30,172,0.264,0.315,0.542,0.857,130,296,10,12,0,2,5,8.1,17,52,50,4,10,1,0,2,3,0,0,1,10,0.2,0.231,0.34,0.571,17,1,1,0,0,0
"Víctor Robles",26,"WSN","NL",36,126,107,15,32,5,1,0,8,8,1,11,18,0.299,0.385,0.364,0.75,111,39,3,4,4,0,0,7.9,15,44,38,8,14,3,0,1,3,1,0,4,10,0.368,0.455,0.526,0.981,20,1,2,0,0,0
"Brayan Rocchio",22,"CLE","AL",23,86,81,9,20,6,0,0,8,0,0,4,27,0.247,0.279,0.321,0.6,66,26,4,0,0,1,0,8,17,51,48,7,12,5,0,1,2,0,0,2,5,0.25,0.294,0.417,0.711,20,1,1,0,0,0
"Brendan Rodgers",26,"COL","NL",46,192,178,21,46,9,1,4,20,0,0,11,41,0.258,0.313,0.388,0.7,82,69,6,3,0,0,0,7.3,18,52,48,8,17,3,0,0,8,1,0,4,14,0.354,0.404,0.417,0.821,20,1,0,0,0,0
"José Rodriguez",22,"CHW","AL",1,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,7.3,5,6,5,1,1,0,0,0,1,2,0,1,0,0.2,0.333,0.2,0.533,1,0,0,0,0,0
