Player,Season,salary,inflationAdjSalary
Acie Law,2010,"$859,087","$1,167,879"
DeAndre Jordan,2010,"$854,389","$1,161,493"
Mario Chalmers,2010,"$854,389","$1,161,493"
Luc Mbah a Moute,2010,"$854,389","$1,161,493"
Chris Douglas-Roberts,2010,"$854,389","$1,161,493"
Henry Walker,2010,"$854,389","$1,161,493"
Darnell Jackson,2010,"$854,389","$1,161,493"
Sonny Weems,2010,"$854,389","$1,161,493"
Joey Dorsey,2010,"$854,389","$1,161,493"
Cartier Martin,2010,"$854,389","$1,161,493"
Chase Budinger,2010,"$780,871","$1,061,549"
Jermaine Taylor,2010,"$780,871","$1,061,549"
Solomon Alabi,2010,"$770,000","$1,046,771"
Ian Mahinmi,2010,"$762,196","$1,036,162"
Dante Cunningham,2010,"$762,195","$1,036,160"
Derrick Brown,2010,"$762,195","$1,036,160"
DaJuan Summers,2010,"$762,195","$1,036,160"
Jonas Jerebko,2010,"$762,195","$1,036,160"
Reggie Williams,2010,"$762,195","$1,036,160"
AJ Price,2010,"$762,195","$1,036,160"
Jodie Meeks,2010,"$762,195","$1,036,160"
Marcus Thornton,2010,"$762,195","$1,036,160"
Lance Stephenson,2010,"$750,000","$1,019,582"
Damien Wilkins,2010,"$748,656","$1,017,755"
Steve Novak,2010,"$734,945","$999,115"
Hassan Whiteside,2010,"$730,437","$992,987"
Alonzo Gee,2010,"$681,492","$926,448"
Rodney Carney,2010,"$651,872","$886,182"
Jarron Collins,2010,"$643,551","$874,870"
Ike Diogu,2010,"$608,772","$827,590"
Andy Rautins,2010,"$600,000","$815,665"
Gary Neal,2010,"$525,000","$713,707"
Samardo Samuels,2010,"$500,000","$679,721"
Willie Warren,2010,"$500,000","$679,721"
Gani Lawal,2010,"$473,640","$643,886"
Garret Siler,2010,"$473,640","$643,886"
Pape Sy,2010,"$473,604","$643,837"
Ben Uzoh,2010,"$473,604","$643,837"
Sherron Collins,2010,"$473,604","$643,837"
Semih Erden,2010,"$473,604","$643,837"
Luke Harangody,2010,"$473,604","$643,837"
Manny Harris,2010,"$473,604","$643,837"
Gary Forbes,2010,"$473,604","$643,837"
Terrico White,2010,"$473,604","$643,837"
Jeremy Lin,2010,"$473,604","$643,837"
Devin Ebanks,2010,"$473,604","$643,837"
Derrick Caracter,2010,"$473,604","$643,837"
Ishmael Smith,2010,"$473,604","$643,837"
Patrick Beverley,2010,"$473,604","$643,837"
Dexter Pittman,2010,"$473,604","$643,837"
Da'Sean Butler,2010,"$473,604","$643,837"
Landry Fields,2010,"$473,604","$643,837"
Armon Johnson,2010,"$473,604","$643,837"
Pooh Jeter,2010,"$473,604","$643,837"
Jeremy Evans,2010,"$473,604","$643,837"
Hamady N'Diaye,2010,"$473,604","$643,837"
Pops Mensah-Bonsu,2010,"$364,461","$495,463"
Jeff Adrien,2010,"$342,666","$465,834"
Sundiata Gaines,2010,"$327,296","$444,940"
Jawad Williams,2010,"$321,652","$437,267"
Brian Skinner,2010,"$270,436","$367,642"
Ime Udoka,2010,"$264,232","$359,208"
Zabian Dowdell,2010,"$242,374","$329,493"
Jerry Stackhouse,2010,"$222,712","$302,764"
John Lucas,2010,"$208,264","$283,123"
Aleksandar Pavlovic,2010,"$202,295","$275,007"
Lester Hudson,2010,"$192,791","$262,088"
Earl Barron,2010,"$188,558","$256,333"
Garrett Temple,2010,"$170,373","$231,612"
Chris Johnson,2010,"$164,368","$223,448"
Darington Hobson,2010,"$103,078","$140,128"
Danny Green,2010,"$94,154","$127,996"
Joe Alexander,2010,"$90,465","$122,982"
Trey Johnson,2010,"$89,670","$121,901"
Mustafa Shakur,2010,"$89,670","$121,901"
Maurice Ager,2010,"$83,305","$113,248"
Bobby Simmons,2010,"$71,951","$97,813"
Matt Janning,2010,"$58,504","$79,532"
Ronald Dupree,2010,"$58,393","$79,381"
Larry Owens,2010,"$55,718","$75,745"
Kobe Bryant,2011,"$25,244,493","$33,139,086"
Vince Carter,2011,"$21,300,000","$27,961,050"
Kevin Garnett,2011,"$21,247,044","$27,891,534"
Tim Duncan,2011,"$21,164,619","$27,783,332"
Rashard Lewis,2011,"$21,136,631","$27,746,592"
Gilbert Arenas,2011,"$19,269,307","$25,295,308"
Dirk Nowitzki,2011,"$19,092,873","$25,063,699"
Pau Gasol,2011,"$18,714,150","$24,566,539"
Carmelo Anthony,2011,"$18,518,574","$24,309,802"
Amare Stoudemire,2011,"$18,217,705","$23,914,843"
Dwight Howard,2011,"$18,091,770","$23,749,525"
Joe Johnson,2011,"$18,038,573","$23,679,692"
Richard Hamilton,2011,"$17,500,000","$22,972,693"
Elton Brand,2011,"$17,059,727","$22,394,736"
Deron Williams,2011,"$16,359,805","$21,475,931"
Chris Paul,2011,"$16,359,805","$21,475,931"
Brandon Roy,2011,"$16,032,144","$21,045,802"
LeBron James,2011,"$16,022,500","$21,033,142"
Chris Bosh,2011,"$16,022,500","$21,033,142"
Dwyane Wade,2011,"$15,691,000","$20,597,974"
Kevin Durant,2011,"$15,506,632","$20,355,949"
Paul Pierce,2011,"$15,333,334","$20,128,456"
Baron Davis,2011,"$15,252,181","$20,021,924"
Zach Randolph,2011,"$15,200,000","$19,953,425"
Antawn Jamison,2011,"$15,076,715","$19,791,586"
Rudy Gay,2011,"$15,032,144","$19,733,077"
Andrew Bynum,2011,"$14,900,000","$19,559,608"
Chauncey Billups,2011,"$14,200,000","$18,640,699"
Chris Kaman,2011,"$14,030,000","$18,417,537"
Al Jefferson,2011,"$14,000,000","$18,378,155"
Andre Iguodala,2011,"$13,531,750","$17,763,471"
Carlos Boozer,2011,"$13,500,000","$17,721,792"
Tyson Chandler,2011,"$13,107,837","$17,206,990"
Nenê,2011,"$13,000,000","$17,065,430"
Manu Ginobili,2011,"$12,981,038","$17,040,538"
Marc Gasol,2011,"$12,922,194","$16,963,292"
Emeka Okafor,2011,"$12,541,812","$16,463,955"
Tony Parker,2011,"$12,500,000","$16,409,067"
Josh Smith,2011,"$12,400,000","$16,277,794"
LaMarcus Aldridge,2011,"$12,372,000","$16,241,038"
Luol Deng,2011,"$12,325,000","$16,179,340"
Danny Granger,2011,"$12,015,904","$15,773,582"
Al Horford,2011,"$12,000,000","$15,752,704"
Joakim Noah,2011,"$12,000,000","$15,752,704"
Andrew Bogut,2011,"$12,000,000","$15,752,704"
Steve Nash,2011,"$11,689,062","$15,344,528"
David Lee,2011,"$11,610,000","$15,240,741"
Ben Gordon,2011,"$11,600,000","$15,227,614"
Kevin Martin,2011,"$11,519,840","$15,122,386"
Marcus Camby,2011,"$11,227,250","$14,738,296"
Jason Terry,2011,"$11,158,000","$14,647,389"
Hidayet Turkoglu,2011,"$11,015,850","$14,460,785"
Monta Ellis,2011,"$11,000,000","$14,439,979"
Mehmet Okur,2011,"$10,890,000","$14,295,579"
Corey Maggette,2011,"$10,262,069","$13,471,278"
Jason Kidd,2011,"$10,121,000","$13,286,093"
DeAndre Jordan,2011,"$10,079,404","$13,231,489"
Rajon Rondo,2011,"$10,045,455","$13,186,923"
Ray Allen,2011,"$10,000,000","$13,127,253"
David West,2011,"$10,000,000","$13,127,253"
Jose Calderon,2011,"$9,780,992","$12,839,756"
Gerald Wallace,2011,"$9,500,000","$12,470,891"
Devin Harris,2011,"$9,319,000","$12,233,287"
Richard Jefferson,2011,"$9,282,000","$12,184,717"
Stephen Jackson,2011,"$9,256,500","$12,151,242"
Andrea Bargnani,2011,"$9,250,000","$12,142,709"
Boris Diaw,2011,"$9,000,000","$11,814,528"
Andris Biedrins,2011,"$9,000,000","$11,814,528"
Lamar Odom,2011,"$8,900,000","$11,683,255"
Luis Scola,2011,"$8,591,793","$11,278,664"
Rodney Stuckey,2011,"$8,500,000","$11,158,165"
Maurice Williams,2011,"$8,500,000","$11,158,165"
Carl Landry,2011,"$8,500,000","$11,158,165"
John Salmons,2011,"$8,500,000","$11,158,165"
Paul Millsap,2011,"$8,103,435","$10,637,584"
Kirk Hinrich,2011,"$8,100,000","$10,633,075"
Shawn Marion,2011,"$8,022,449","$10,531,272"
Kris Humphries,2011,"$8,000,000","$10,501,803"
Caron Butler,2011,"$8,000,000","$10,501,803"
Andre Miller,2011,"$7,807,728","$10,249,402"
Jameer Nelson,2011,"$7,800,000","$10,239,258"
Anderson Varejao,2011,"$7,700,000","$10,107,985"
Brendan Haywood,2011,"$7,624,500","$10,008,874"
Leandro Barbosa,2011,"$7,600,000","$9,976,712"
James Posey,2011,"$7,595,600","$9,970,936"
Arron Afflalo,2011,"$7,562,500","$9,927,485"
Raymond Felton,2011,"$7,560,000","$9,924,203"
Charlie Villanueva,2011,"$7,540,000","$9,897,949"
Marvin Williams,2011,"$7,500,000","$9,845,440"
Thaddeus Young,2011,"$7,478,261","$9,816,903"
Tyrus Thomas,2011,"$7,305,765","$9,590,463"
Kendrick Perkins,2011,"$7,123,626","$9,351,364"
Travis Outlaw,2011,"$7,000,000","$9,189,077"
Samuel Dalembert,2011,"$7,000,000","$9,189,077"
Marcus Thornton,2011,"$7,000,000","$9,189,077"
Derrick Rose,2011,"$6,993,708","$9,180,818"
DeSagana Diop,2011,"$6,925,400","$9,091,148"
Beno Udrih,2011,"$6,925,400","$9,091,148"
Metta World Peace,2011,"$6,790,640","$8,914,245"
Trevor Ariza,2011,"$6,790,640","$8,914,245"
Marcin Gortat,2011,"$6,790,640","$8,914,245"
Kwame Brown,2011,"$6,750,000","$8,860,896"
JJ Redick,2011,"$6,750,000","$8,860,896"
Andres Nocioni,2011,"$6,650,000","$8,729,623"
Mike Conley,2011,"$6,611,571","$8,679,177"
Mickael Pietrus,2011,"$6,523,166","$8,563,125"
Grant Hill,2011,"$6,500,000","$8,532,715"
Andray Blatche,2011,"$6,442,083","$8,456,685"
Glen Davis,2011,"$6,300,000","$8,270,169"
Tayshaun Prince,2011,"$6,292,135","$8,259,845"
Michael Beasley,2011,"$6,262,347","$8,220,741"
Jermaine O'Neal,2011,"$6,226,200","$8,173,290"
Al Harrington,2011,"$6,226,200","$8,173,290"
Drew Gooden,2011,"$6,226,200","$8,173,290"
Wesley Matthews,2011,"$6,135,160","$8,053,780"
Josh Childress,2011,"$6,000,000","$7,876,352"
Francisco Garcia,2011,"$5,800,000","$7,613,807"
Kyle Lowry,2011,"$5,750,000","$7,548,170"
Blake Griffin,2011,"$5,731,080","$7,523,334"
Luke Walton,2011,"$5,680,000","$7,456,280"
OJ Mayo,2011,"$5,632,637","$7,394,105"
Channing Frye,2011,"$5,600,000","$7,351,262"
John Wall,2011,"$5,530,080","$7,259,476"
Amir Johnson,2011,"$5,500,000","$7,219,989"
Nate Robinson,2011,"$5,483,307","$7,198,076"
Mike Miller,2011,"$5,400,000","$7,088,717"
Jason Richardson,2011,"$5,395,000","$7,082,153"
Martell Webster,2011,"$5,256,000","$6,899,684"
Chuck Hayes,2011,"$5,250,000","$6,891,808"
Louis Williams,2011,"$5,176,000","$6,794,666"
Kyrie Irving,2011,"$5,144,280","$6,753,026"
Hasheem Thabeet,2011,"$5,127,720","$6,731,288"
Russell Westbrook,2011,"$5,082,416","$6,671,816"
Kyle Korver,2011,"$5,000,000","$6,563,626"
Jason Maxiell,2011,"$5,000,000","$6,563,626"
Luc Mbah a Moute,2011,"$5,000,000","$6,563,626"
Jarrett Jack,2011,"$5,000,000","$6,563,626"
Jamal Crawford,2011,"$5,000,000","$6,563,626"
Evan Turner,2011,"$4,947,840","$6,495,155"
Darko Milicic,2011,"$4,776,500","$6,270,232"
Brad Miller,2011,"$4,752,000","$6,238,071"
Zaza Pachulia,2011,"$4,750,000","$6,235,445"
Ronnie Brewer,2011,"$4,710,000","$6,182,936"
Kevin Love,2011,"$4,609,701","$6,051,271"
Linas Kleiza,2011,"$4,605,000","$6,045,100"
James Harden,2011,"$4,604,760","$6,044,785"
Derrick Williams,2011,"$4,602,720","$6,042,107"
Nikola Pekovic,2011,"$4,503,600","$5,911,990"
Jonas Jerebko,2011,"$4,500,000","$5,907,264"
Derrick Favors,2011,"$4,443,360","$5,832,911"
Daniel Gibson,2011,"$4,403,834","$5,781,024"
Ronny Turiaf,2011,"$4,360,000","$5,723,482"
Jose Juan Barea,2011,"$4,300,000","$5,644,719"
Ramon Sessions,2011,"$4,257,973","$5,589,549"
Brandon Bass,2011,"$4,250,000","$5,579,082"
Randy Foye,2011,"$4,250,000","$5,579,082"
Jared Dudley,2011,"$4,250,000","$5,579,082"
Chris Andersen,2011,"$4,234,000","$5,558,079"
Danilo Gallinari,2011,"$4,190,182","$5,500,558"
Tyreke Evans,2011,"$4,151,640","$5,449,963"
Enes Kanter,2011,"$4,133,280","$5,425,861"
Charlie Bell,2011,"$4,099,920","$5,382,069"
Spencer Hawes,2011,"$4,051,024","$5,317,882"
Wesley Johnson,2011,"$4,006,080","$5,258,882"
Jordan Farmar,2011,"$4,000,000","$5,250,901"
Anthony Morrow,2011,"$4,000,000","$5,250,901"
Ryan Gomes,2011,"$4,000,000","$5,250,901"
Steve Blake,2011,"$4,000,000","$5,250,901"
Mario Chalmers,2011,"$4,000,000","$5,250,901"
Hakim Warrick,2011,"$4,000,000","$5,250,901"
Matt Carroll,2011,"$3,900,000","$5,119,629"
Eric Gordon,2011,"$3,831,184","$5,029,292"
Dorell Wright,2011,"$3,823,000","$5,018,549"
Udonis Haslem,2011,"$3,780,000","$4,962,101"
Mike Dunleavy,2011,"$3,750,000","$4,922,720"
Nazr Mohammed,2011,"$3,750,000","$4,922,720"
Tristan Thompson,2011,"$3,726,600","$4,892,002"
CJ Miles,2011,"$3,700,000","$4,857,083"
Nick Young,2011,"$3,695,857","$4,851,645"
Luke Ridnour,2011,"$3,680,000","$4,830,829"
Tiago Splitter,2011,"$3,672,000","$4,820,327"
DeMarcus Cousins,2011,"$3,627,720","$4,762,200"
Joel Anthony,2011,"$3,600,000","$4,725,811"
Shaun Livingston,2011,"$3,500,000","$4,594,538"
Carlos Delfino,2011,"$3,500,000","$4,594,538"
Chris Duhon,2011,"$3,500,000","$4,594,538"
Shannon Brown,2011,"$3,500,000","$4,594,538"
Ricky Rubio,2011,"$3,480,120","$4,568,441"
Jonny Flynn,2011,"$3,414,720","$4,482,589"
CJ Watson,2011,"$3,400,000","$4,463,266"
Derek Fisher,2011,"$3,400,000","$4,463,266"
Marco Belinelli,2011,"$3,377,604","$4,433,866"
Timofey Mozgov,2011,"$3,343,896","$4,389,617"
Daequan Cook,2011,"$3,341,558","$4,386,548"
Matt Bonner,2011,"$3,315,000","$4,351,684"
Thabo Sefolosha,2011,"$3,300,000","$4,331,993"
Ekpe Udoh,2011,"$3,294,960","$4,325,377"
Nick Collison,2011,"$3,272,997","$4,296,546"
Johan Petro,2011,"$3,250,000","$4,266,357"
Will Bynum,2011,"$3,250,000","$4,266,357"
Raja Bell,2011,"$3,240,000","$4,253,230"
DJ Augustin,2011,"$3,236,470","$4,248,596"
Tony Allen,2011,"$3,150,000","$4,135,084"
Stephen Curry,2011,"$3,117,120","$4,091,922"
Brook Lopez,2011,"$3,076,983","$4,039,233"
Jan Vesely,2011,"$3,065,040","$4,023,555"
Corey Brewer,2011,"$3,059,000","$4,015,626"
Jerryd Bayless,2011,"$3,042,280","$3,993,678"
Greg Monroe,2011,"$3,007,920","$3,948,572"
Jason Thompson,2011,"$3,001,284","$3,939,861"
Chris Wilcox,2011,"$3,000,000","$3,938,176"
Shawne Williams,2011,"$3,000,000","$3,938,176"
Jeff Foster,2011,"$3,000,000","$3,938,176"
Josh McRoberts,2011,"$3,000,000","$3,938,176"
Shane Battier,2011,"$3,000,000","$3,938,176"
Brandon Rush,2011,"$2,956,658","$3,881,280"
Anthony Randolph,2011,"$2,911,231","$3,821,646"
Robin Lopez,2011,"$2,862,602","$3,757,810"
Jordan Hill,2011,"$2,855,760","$3,748,828"
Bismack Biyombo,2011,"$2,798,040","$3,673,058"
Al-Farouq Aminu,2011,"$2,755,560","$3,617,293"
Eduardo Najera,2011,"$2,750,000","$3,609,994"
Marreese Speights,2011,"$2,721,255","$3,572,260"
Dahntay Jones,2011,"$2,700,000","$3,544,358"
Antonio McDyess,2011,"$2,640,000","$3,465,595"
DeMar DeRozan,2011,"$2,625,000","$3,445,904"
Roy Hibbert,2011,"$2,588,590","$3,398,107"
Brandon Knight,2011,"$2,563,320","$3,364,935"
Ersan Ilyasova,2011,"$2,541,000","$3,335,635"
Gordon Hayward,2011,"$2,532,960","$3,325,080"
DeShawn Stevenson,2011,"$2,500,000","$3,281,813"
Reggie Williams,2011,"$2,500,000","$3,281,813"
Kenyon Martin,2011,"$2,500,000","$3,281,813"
Jason Smith,2011,"$2,500,000","$3,281,813"
Aaron Gray,2011,"$2,500,000","$3,281,813"
Brandon Jennings,2011,"$2,493,720","$3,273,569"
Ryan Hollins,2011,"$2,483,333","$3,259,934"
JaVale McGee,2011,"$2,462,400","$3,232,454"
Quentin Richardson,2011,"$2,446,600","$3,211,713"
Paul George,2011,"$2,406,240","$3,158,732"
Louis Amundson,2011,"$2,403,000","$3,154,479"
JR Smith,2011,"$2,382,353","$3,127,375"
Terrence Williams,2011,"$2,369,040","$3,109,898"
Kemba Walker,2011,"$2,356,320","$3,093,201"
JJ Hickson,2011,"$2,354,537","$3,090,860"
Cole Aldrich,2011,"$2,286,000","$3,000,890"
Gerald Henderson,2011,"$2,250,600","$2,954,419"
Anthony Parker,2011,"$2,250,000","$2,953,632"
Keyon Dooling,2011,"$2,246,400","$2,948,906"
Ben Wallace,2011,"$2,246,400","$2,948,906"
Ryan Anderson,2011,"$2,244,601","$2,946,544"
Jimmer Fredette,2011,"$2,238,360","$2,938,351"
Courtney Lee,2011,"$2,225,093","$2,920,936"
Kosta Koufos,2011,"$2,203,792","$2,892,973"
Rudy Fernandez,2011,"$2,180,443","$2,862,322"
Xavier Henry,2011,"$2,171,640","$2,850,766"
Nicolas Batum,2011,"$2,155,365","$2,829,402"
Josh Howard,2011,"$2,150,000","$2,822,359"
Tyler Hansbrough,2011,"$2,138,040","$2,806,659"
Klay Thompson,2011,"$2,126,520","$2,791,536"
Goran Dragic,2011,"$2,108,000","$2,767,225"
George Hill,2011,"$2,086,360","$2,738,817"
Ed Davis,2011,"$2,063,040","$2,708,204"
Anthony Tolliver,2011,"$2,050,000","$2,691,087"
Darrell Arthur,2011,"$2,027,119","$2,661,050"
Alec Burks,2011,"$2,020,200","$2,651,967"
Donte Greene,2011,"$2,015,896","$2,646,317"
DJ White,2011,"$2,001,167","$2,626,982"
Dante Cunningham,2011,"$2,000,000","$2,625,450"
Earl Watson,2011,"$2,000,000","$2,625,450"
Patrick Patterson,2011,"$1,959,960","$2,572,889"
Austin Daye,2011,"$1,929,600","$2,533,034"
Markieff Morris,2011,"$1,919,160","$2,519,330"
Matt Barnes,2011,"$1,906,200","$2,502,317"
Larry Sanders,2011,"$1,861,920","$2,444,189"
Omer Asik,2011,"$1,857,500","$2,438,387"
James Johnson,2011,"$1,833,120","$2,406,383"
Marcus Morris,2011,"$1,823,280","$2,393,465"
Luke Babbitt,2011,"$1,768,800","$2,321,948"
Jrue Holiday,2011,"$1,741,440","$2,286,032"
Kawhi Leonard,2011,"$1,731,960","$2,273,587"
Kevin Seraphin,2011,"$1,680,360","$2,205,851"
Renaldo Balkman,2011,"$1,675,000","$2,198,815"
Ty Lawson,2011,"$1,654,440","$2,171,825"
Nikola Vucevic,2011,"$1,645,400","$2,159,958"
Eric Bledsoe,2011,"$1,596,360","$2,095,582"
Jeff Teague,2011,"$1,579,920","$2,074,001"
Gustavo Ayon,2011,"$1,567,500","$2,057,697"
Iman Shumpert,2011,"$1,563,120","$2,051,947"
Avery Bradley,2011,"$1,524,480","$2,001,223"
Eric Maynor,2011,"$1,516,680","$1,990,984"
Jeff Ayres,2011,"$1,500,000","$1,969,088"
James Jones,2011,"$1,500,000","$1,969,088"
Sebastian Telfair,2011,"$1,500,000","$1,969,088"
Greg Oden,2011,"$1,500,000","$1,969,088"
Gary Forbes,2011,"$1,500,000","$1,969,088"
Chris Singleton,2011,"$1,485,000","$1,949,397"
James Anderson,2011,"$1,463,520","$1,921,199"
Darren Collison,2011,"$1,455,960","$1,911,275"
Tobias Harris,2011,"$1,418,160","$1,861,654"
Craig Brackins,2011,"$1,404,960","$1,844,326"
Jerry Stackhouse,2011,"$1,352,181","$1,775,042"
Jason Collins,2011,"$1,352,181","$1,775,042"
Tracy McGrady,2011,"$1,352,181","$1,775,042"
Vladimir Radmanovic,2011,"$1,352,181","$1,775,042"
Brian Scalabrine,2011,"$1,352,181","$1,775,042"
Brian Cardinal,2011,"$1,352,181","$1,775,042"
Troy Murphy,2011,"$1,352,181","$1,775,042"
Juwan Howard,2011,"$1,352,181","$1,775,042"
Eddie House,2011,"$1,352,181","$1,775,042"
Mike Bibby,2011,"$1,352,181","$1,775,042"
Tony Battie,2011,"$1,352,181","$1,775,042"
Kurt Thomas,2011,"$1,352,181","$1,775,042"
Jamaal Magloire,2011,"$1,352,181","$1,775,042"
Anthony Carter,2011,"$1,352,181","$1,775,042"
Elliot Williams,2011,"$1,348,800","$1,770,604"
Omri Casspi,2011,"$1,341,960","$1,761,624"
Michael Redd,2011,"$1,308,506","$1,717,709"
Nolan Smith,2011,"$1,306,920","$1,715,627"
Hamed Haddadi,2011,"$1,300,000","$1,706,543"
Trevor Booker,2011,"$1,294,920","$1,699,874"
BJ Mullens,2011,"$1,288,200","$1,691,052"
Serge Ibaka,2011,"$1,288,200","$1,691,052"
Kenneth Faried,2011,"$1,254,720","$1,647,102"
Damion James,2011,"$1,243,080","$1,631,822"
Rodrigue Beaubois,2011,"$1,236,720","$1,623,473"
Reggie Evans,2011,"$1,229,255","$1,613,674"
Eddy Curry,2011,"$1,229,255","$1,613,674"
Jared Jeffries,2011,"$1,229,255","$1,613,674"
Rasual Butler,2011,"$1,229,255","$1,613,674"
Jamaal Tinsley,2011,"$1,229,255","$1,613,674"
Jannero Pargo,2011,"$1,223,166","$1,605,681"
Willie Green,2011,"$1,223,166","$1,605,681"
Marquis Daniels,2011,"$1,223,166","$1,605,681"
Aleksandar Pavlovic,2011,"$1,223,166","$1,605,681"
Brian Cook,2011,"$1,223,166","$1,605,681"
Jason Kapono,2011,"$1,223,166","$1,605,681"
Maurice Evans,2011,"$1,223,166","$1,605,681"
Royal Ivey,2011,"$1,200,000","$1,575,270"
Taj Gibson,2011,"$1,195,680","$1,569,599"
Dominique Jones,2011,"$1,193,280","$1,566,448"
Earl Clark,2011,"$1,160,000","$1,522,761"
Reggie Jackson,2011,"$1,156,320","$1,517,930"
Wayne Ellington,2011,"$1,154,040","$1,514,937"
Quincy Pondexter,2011,"$1,153,800","$1,514,622"
Delonte West,2011,"$1,146,337","$1,504,825"
Damien Wilkins,2011,"$1,146,337","$1,504,825"
TJ Ford,2011,"$1,146,337","$1,504,825"
Roger Mason,2011,"$1,146,337","$1,504,825"
Toney Douglas,2011,"$1,145,640","$1,503,910"
Joel Przybilla,2011,"$1,145,027","$1,503,106"
Jordan Crawford,2011,"$1,120,440","$1,470,830"
Greivis Vasquez,2011,"$1,113,600","$1,461,850"
MarShon Brooks,2011,"$1,110,120","$1,457,282"
Daniel Orton,2011,"$1,105,560","$1,451,296"
Christian Eyenga,2011,"$1,097,520","$1,440,742"
Lazar Hayward,2011,"$1,097,520","$1,440,742"
Jordan Hamilton,2011,"$1,073,286","$1,408,929"
Ronnie Price,2011,"$1,069,509","$1,403,971"
JaJuan Johnson,2011,"$1,042,320","$1,368,279"
Norris Cole,2011,"$1,035,960","$1,359,930"
Cory Joseph,2011,"$1,028,400","$1,350,006"
Jimmy Butler,2011,"$1,020,960","$1,340,240"
Jeremy Pargo,2011,"$1,000,000","$1,312,725"
Jon Brockman,2011,"$1,000,000","$1,312,725"
Shelden Williams,2011,"$992,680","$1,303,116"
Steve Novak,2011,"$992,680","$1,303,116"
Von Wafer,2011,"$992,680","$1,303,116"
Craig Smith,2011,"$992,680","$1,303,116"
DeJuan Blair,2011,"$986,000","$1,294,347"
Sam Young,2011,"$947,800","$1,244,201"
John Lucas,2011,"$915,852","$1,202,262"
Ian Mahinmi,2011,"$915,852","$1,202,262"
Brandan Wright,2011,"$915,852","$1,202,262"
Dominic McGuire,2011,"$915,852","$1,202,262"
Sean Williams,2011,"$885,120","$1,161,919"
Henry Walker,2011,"$885,120","$1,161,919"
Sundiata Gaines,2011,"$854,389","$1,121,578"
Derrick Brown,2011,"$854,389","$1,121,578"
Alonzo Gee,2011,"$854,389","$1,121,578"
Chase Budinger,2011,"$854,389","$1,121,578"
AJ Price,2011,"$854,389","$1,121,578"
Jodie Meeks,2011,"$854,389","$1,121,578"
Danny Green,2011,"$854,389","$1,121,578"
Erick Dampier,2011,"$850,522","$1,116,501"
Chandler Parsons,2011,"$850,000","$1,115,816"
Keith Bogans,2011,"$848,266","$1,113,540"
DeMarre Carroll,2011,"$833,713","$1,094,436"
Solomon Alabi,2011,"$830,000","$1,089,562"
Yi Jianlian,2011,"$827,197","$1,085,882"
Lance Stephenson,2011,"$810,000","$1,063,307"
Andy Rautins,2011,"$788,872","$1,035,572"
Tyler Honeycutt,2011,"$775,000","$1,017,362"
Greg Stiemsma,2011,"$762,195","$1,000,552"
Semih Erden,2011,"$762,195","$1,000,552"
Samardo Samuels,2011,"$762,195","$1,000,552"
Luke Harangody,2011,"$762,195","$1,000,552"
Devin Ebanks,2011,"$762,195","$1,000,552"
Dexter Pittman,2011,"$762,195","$1,000,552"
Landry Fields,2011,"$762,195","$1,000,552"
Jeremy Lin,2011,"$762,195","$1,000,552"
Chris Johnson,2011,"$762,195","$1,000,552"
Armon Johnson,2011,"$762,195","$1,000,552"
Hassan Whiteside,2011,"$762,195","$1,000,552"
Gary Neal,2011,"$762,195","$1,000,552"
Jeremy Evans,2011,"$762,195","$1,000,552"
Jeremy Tyler,2011,"$650,000","$853,271"
Ishmael Smith,2011,"$639,254","$839,164"
Bobby Simmons,2011,"$594,836","$780,856"
Josh Selby,2011,"$550,000","$721,998"
Gerald Green,2011,"$516,999","$678,676"
Malcolm Lee,2011,"$500,000","$656,362"
Ryan Reid,2011,"$475,000","$623,544"
Ivan Johnson,2011,"$473,604","$621,711"
E'Twaun Moore,2011,"$473,604","$621,711"
Jordan Williams,2011,"$473,604","$621,711"
Cory Higgins,2011,"$473,604","$621,711"
