"","Rnk","GC","hours","minutes","seconds","BIB","Specialty","Rider","Age","Team","UCI","Pnt","Time","year","tot_seconds"
"631",137,151,4,27,49,7,"Classic","ROWE Luke   Team Sky",26,"Team Sky",NA,NA,",,0:00",2016,16069
"632",138,1,0,0,0,1,"GC","FROOME ChrisTeam Sky",31,"Team Sky",NA,NA,",,0:00",2016,0
"633",139,103,3,38,41,3,"TT","KIRYIENKA Vasil   Team Sky",35,"Team Sky",NA,NA,",,0:00",2016,13121
"634",140,161,4,31,34,8,"Classic","STANNARD Ian   Team Sky",29,"Team Sky",NA,NA,",,0:00",2016,16294
"635",141,162,4,31,40,143,"Classic","HALLER Marco   Team Katusha",25,"Team Katusha",NA,NA,",,0:00",2016,16300
"636",142,106,3,42,42,194,"GC","EDET Nicolas   Cofidis, Solutions Crédits",28,"Cofidis, Solutions Crédits",NA,NA,",,0:00",2016,13362
"637",143,87,3,18,14,195,"GC","JEANNESSON Arnold   Cofidis, Solutions Crédits",30,"Cofidis, Solutions Crédits",NA,NA,",,0:00",2016,11894
"638",144,49,2,11,42,151,"GC","COSTA Rui   Lampre - Merida",29,"Lampre - Merida",NA,NA,",,0:00",2016,7902
"639",145,11,0,13,13,61,"Climber","MOLLEMA Bauke   Trek - Segafredo",29,"Trek - Segafredo",NA,NA,",,0:00",2016,793
"640",146,123,4,3,44,64,"Classic","RAST Grégory   Trek - Segafredo",36,"Trek - Segafredo",NA,NA,",,0:00",2016,14624
"641",147,101,3,36,25,139,"Sprint","VOß Paul   Bora - Argon 18",30,"Bora - Argon 18",NA,NA,",,0:00",2016,12985
"642",148,137,4,13,49,197,"Sprint","LEMOINE Cyril   Cofidis, Solutions Crédits",33,"Cofidis, Solutions Crédits",NA,NA,",,0:00",2016,15229
"643",149,118,3,57,58,188,"Classic","VAKOČ Petr   Etixx - Quick Step",24,"Etixx - Quick Step",NA,NA,",,0:00",2016,14278
"644",150,92,3,23,17,156,"GC","GRMAY Tsgabu   Lampre - Merida",24,"Lampre - Merida",NA,NA,",,0:00",2016,12197
"645",151,62,2,41,52,26,"GC","LUTSENKO Alexey   Astana Pro Team",23,"Astana Pro Team",NA,NA,",,0:00",2016,9712
"646",152,121,3,58,36,193,"GC","COUSIN Jérôme   Cofidis, Solutions Crédits",27,"Cofidis, Solutions Crédits",NA,NA,",,0:00",2016,14316
"647",153,173,5,1,18,162,"GC","BAK Lars Ytting   Lotto Soudal",36,"Lotto Soudal",NA,NA,",,0:00",2016,18078
"648",154,40,1,58,45,163,"TT","DE GENDT Thomas   Lotto Soudal",29,"Lotto Soudal",NA,NA,"2:102:10",2016,7125
"649",155,163,4,32,9,58,"Sprint","WAGNER Robert   Team LottoNL-Jumbo",33,"Team LottoNL-Jumbo",NA,NA,"0:000:00",2016,16329
"650",156,53,2,18,5,52,"GC","BENNETT George   Team LottoNL-Jumbo",26,"Team LottoNL-Jumbo",NA,NA,",,0:00",2016,8285
"651",157,125,4,4,27,102,"GC","BERHANE Natnael   Team Dimension Data",25,"Team Dimension Data",NA,NA,"2:152:15",2016,14667
"652",158,97,3,28,33,76,"GC","HOLLENSTEIN Reto   IAM Cycling",30,"IAM Cycling",NA,NA,"0:000:00",2016,12513
"653",159,73,2,53,22,118,"GC","TEN DAM Laurens   Team Giant - Alpecin",35,"Team Giant - Alpecin",NA,NA,",,0:00",2016,10402
"654",160,141,4,17,32,75,"Sprint","ENGER Sondre Holst   IAM Cycling",22,"IAM Cycling",NA,NA,"2:442:44",2016,15452
"655",161,66,2,47,32,115,"Climber","GESCHKE Simon   Team Giant - Alpecin",30,"Team Giant - Alpecin",NA,NA,"0:000:00",2016,10052
"656",162,94,3,26,19,54,"Sprint","LINDEMAN Bert-Jan   Team LottoNL-Jumbo",27,"Team LottoNL-Jumbo",NA,NA,",,0:00",2016,12379
"657",163,89,3,20,22,93,"Classic","BURGHARDT Marcus   BMC Racing Team",33,"BMC Racing Team",NA,NA,",,0:00",2016,12022
"658",164,160,4,30,34,53,"Sprint","GROENEWEGEN Dylan   Team LottoNL-Jumbo",23,"Team LottoNL-Jumbo",NA,NA,",,0:00",2016,16234
"659",165,135,4,10,33,204,"Classic","HAYMAN Mathew   ORICA-BikeExchange",38,"ORICA-BikeExchange",NA,NA,",,0:00",2016,15033
"660",166,158,4,30,2,174,"Sprint","GÈNE Yohann   Direct Energie",35,"Direct Energie",NA,NA,",,0:00",2016,16202
"661",167,79,3,2,35,179,"Classic","VOECKLER Thomas   Direct Energie",37,"Direct Energie",NA,NA,"4:094:09",2016,10955
"662",168,113,3,51,57,171,"Sprint","COQUARD Bryan   Direct Energie",24,"Direct Energie",NA,NA,"0:000:00",2016,13917
"663",169,111,3,50,43,56,"Classic","ROOSEN Timo   Team LottoNL-Jumbo",23,"Team LottoNL-Jumbo",NA,NA,",,0:00",2016,13843
"664",170,124,4,3,44,83,"TT","CRADDOCK Lawson   Cannondale - Drapac Pro Cycling Team",24,"Cannondale - Drapac Pro Cycling Team",NA,NA,"4:324:32",2016,14624
"665",171,83,3,11,28,78,"Classic","NAESEN Oliver   IAM Cycling",25,"IAM Cycling",NA,NA,"0:000:00",2016,11488
"666",172,81,3,9,11,177,"GC","SICARD Romain   Direct Energie",28,"Direct Energie",NA,NA,"5:015:01",2016,11351
"667",173,60,2,39,17,175,"GC","JEANDESBOZ Fabrice   Direct Energie",31,"Direct Energie",NA,NA,"5:025:02",2016,9557
"668",174,167,4,38,27,212,"GC","BREEN Vegard   Fortuneo - Vital Concept",26,"Fortuneo - Vital Concept",NA,NA,"7:177:17",2016,16707
"669",NA,NA,0,NA,NA,185,"TT","MARTIN Tony   Etixx - Quick Step",31,"Etixx - Quick Step",NA,NA,"-",2016,NA
"670",1,156,4,16,2,163,"Sprint","GROENEWEGEN Dylan   Team LottoNL-Jumbo",24,"Team LottoNL-Jumbo",120,100,"2:25:39",2017,15362
"671",2,149,4,2,54,131,"Sprint","GREIPEL André   Lotto Soudal",35,"Lotto Soudal",50,70,",,0:00",2017,14574
"672",3,78,2,48,12,92,"Sprint","BOASSON HAGEN Edvald   Team Dimension Data",30,"Team Dimension Data",25,50,",,0:00",2017,10092
"673",4,138,3,51,29,151,"Sprint","BOUHANNI Nacer   Cofidis, Solutions Crédits",26,"Cofidis, Solutions Crédits",15,40,",,0:00",2017,13889
"674",5,130,3,45,40,125,"Classic","KRISTOFF Alexander   Team Katusha Alpecin",30,"Team Katusha Alpecin",5,32,",,0:00",2017,13540
"675",6,160,4,18,41,194,"Sprint","BOŽIČ Borut   Bahrain Merida Pro Cycling Team",36,"Bahrain Merida Pro Cycling Team",NA,26,",,0:00",2017,15521
"676",7,152,4,6,15,72,"Sprint","CIMOLAI Davide   FDJ",27,"FDJ",NA,22,",,0:00",2017,14775
"677",8,42,1,57,29,216,"Classic","PÉRICHON Pierre-Luc   Fortuneo - Oscaro",30,"Fortuneo - Oscaro",NA,18,",,0:00",2017,7049
"678",9,165,4,26,43,119,"Sprint","SELIG Rüdiger   BORA - hansgrohe",28,"BORA - hansgrohe",NA,14,",,0:00",2017,16003
"679",10,104,3,13,44,23,"Sprint","BENNATI Daniele   Movistar Team",36,"Movistar Team",NA,10,",,0:00",2017,11624
"680",11,69,2,36,36,141,"Classic","MATTHEWS MichaelTeam Sunweb",26,"Team Sunweb",NA,8,",,0:00",2017,9396
"681",12,122,3,36,22,197,"Classic","COLBRELLI Sonny   Bahrain Merida Pro Cycling Team",27,"Bahrain Merida Pro Cycling Team",NA,6,",,0:00",2017,12982
"682",13,100,3,9,38,209,"Sprint","VANSPEYBROUCK Pieter   Wanty - Groupe Gobert",30,"Wanty - Groupe Gobert",NA,4,",,0:00",2017,11378
"683",14,140,3,53,8,172,"Classic","BOUDAT Thomas   Direct Energie",23,"Direct Energie",NA,2,",,0:00",2017,13988
"684",15,136,3,47,20,137,"Sprint","ROELANDTS Jürgen   Lotto Soudal",32,"Lotto Soudal",NA,1,",,0:00",2017,13640
"685",16,158,4,17,21,76,"Classic","LE GAC Olivier   FDJ",23,"FDJ",NA,NA,",,0:00",2017,15441
"686",17,83,2,54,48,68,"Sprint","SWIFT Ben   UAE Team Emirates",29,"UAE Team Emirates",NA,NA,",,0:00",2017,10488
"687",18,105,3,15,13,102,"GC","BAUER Jack   Quick-Step Floors",32,"Quick-Step Floors",NA,NA,",,0:00",2017,11713
"688",19,159,4,18,15,186,"TT","PHINNEY Taylor   Cannondale - Drapac Pro Cycling Team",27,"Cannondale - Drapac Pro Cycling Team",NA,NA,",,0:00",2017,15495
"689",20,103,3,13,10,219,"Sprint","VACHON Florian   Fortuneo - Oscaro",32,"Fortuneo - Oscaro",NA,NA,",,0:00",2017,11590
"690",21,77,2,47,11,189,"Classic","VAN BAARLE Dylan   Cannondale - Drapac Pro Cycling Team",25,"Cannondale - Drapac Pro Cycling Team",NA,NA,",,0:00",2017,10031
"691",22,93,3,4,11,56,"GC","KOZHATAYEV Bakhtiyar   Astana Pro Team",25,"Astana Pro Team",NA,NA,",,0:00",2017,11051
"692",23,96,3,5,53,66,"Sprint","MARCATO Marco   UAE Team Emirates",33,"UAE Team Emirates",NA,NA,",,0:00",2017,11153
"693",24,118,3,30,54,95,"Sprint","JANSE VAN RENSBURG Reinardt   Team Dimension Data",28,"Team Dimension Data",NA,NA,",,0:00",2017,12654
"694",25,79,2,49,17,44,"TT","KÜNG Stefan   BMC Racing Team",23,"BMC Racing Team",NA,NA,",,0:00",2017,10157
"695",26,94,3,5,13,116,"Hills","MCCARTHY Jay   BORA - hansgrohe",24,"BORA - hansgrohe",NA,NA,",,0:00",2017,11113
"696",27,84,2,54,54,142,"Hills","ARNDT Nikias   Team Sunweb",25,"Team Sunweb",NA,NA,",,0:00",2017,10494
"697",28,109,3,18,16,192,"Classic","ARASHIRO Yukiya   Bahrain Merida Pro Cycling Team",32,"Bahrain Merida Pro Cycling Team",NA,NA,",,0:00",2017,11896
"698",29,63,2,28,2,18,"Classic","NAESEN Oliver   AG2R La Mondiale",26,"AG2R La Mondiale",NA,NA,",,0:00",2017,8882
"699",30,3,0,2,20,11,"Climber","BARDET Romain   AG2R La Mondiale",26,"AG2R La Mondiale",NA,NA,",,0:00",2017,140
"700",31,85,2,55,13,214,"GC","GESBERT Élie   Fortuneo - Oscaro",22,"Fortuneo - Oscaro",NA,NA,",,0:00",2017,10513
"701",32,48,2,3,24,16,"Classic","GAUTIER Cyril   AG2R La Mondiale",29,"AG2R La Mondiale",NA,NA,",,0:00",2017,7404
"702",33,90,2,57,56,182,"Classic","BETTIOL Alberto   Cannondale - Drapac Pro Cycling Team",23,"Cannondale - Drapac Pro Cycling Team",NA,NA,",,0:00",2017,10676
"703",34,7,0,6,14,89,"Climber","YATES SimonORICA-Scott",24,"ORICA-Scott",NA,NA,",,0:00",2017,374
"704",35,143,3,55,29,193,"Sprint","BOLE Grega   Bahrain Merida Pro Cycling Team",31,"Bahrain Merida Pro Cycling Team",NA,NA,",,0:00",2017,14129
"705",36,59,2,22,26,87,"Classic","KEUKELEIRE Jens   ORICA-Scott",28,"ORICA-Scott",NA,NA,",,0:00",2017,8546
"706",37,114,3,23,0,183,"TT","BEVIN Patrick   Cannondale - Drapac Pro Cycling Team",26,"Cannondale - Drapac Pro Cycling Team",NA,NA,",,0:00",2017,12180
"707",38,40,1,48,11,204,"GC","MINNAARD Marco   Wanty - Groupe Gobert",28,"Wanty - Groupe Gobert",NA,NA,",,0:00",2017,6491
"708",39,108,3,17,53,28,"TT","SÜTTERLIN Jasha   Movistar Team",24,"Movistar Team",NA,NA,",,0:00",2017,11873
"709",40,147,3,59,48,208,"Classic","VAN KEIRSBULCK Guillaume   Wanty - Groupe Gobert",26,"Wanty - Groupe Gobert",NA,NA,",,0:00",2017,14388
"710",41,132,3,46,36,202,"Classic","BACKAERT Frederik   Wanty - Groupe Gobert",27,"Wanty - Groupe Gobert",NA,NA,",,0:00",2017,13596
"711",42,20,0,42,4,133,"Classic","BENOOT Tiesj   Lotto Soudal",23,"Lotto Soudal",NA,NA,",,0:00",2017,2524
"712",43,87,2,56,43,22,"GC","AMADOR Andrey   Movistar Team",30,"Movistar Team",NA,NA,",,0:00",2017,10603
"713",44,26,1,12,51,215,"Classic","HARDY Romain   Fortuneo - Oscaro",28,"Fortuneo - Oscaro",NA,NA,",,0:00",2017,4371
"714",45,126,3,41,34,176,"Sprint","PETIT Adrien   Direct Energie",26,"Direct Energie",NA,NA,",,0:00",2017,13294
"715",46,86,2,55,27,185,"Classic","CLARKE Simon   Cannondale - Drapac Pro Cycling Team",31,"Cannondale - Drapac Pro Cycling Team",NA,NA,",,0:00",2017,10527
"716",47,10,0,9,25,143,"Climber","BARGUIL WarrenTeam Sunweb",25,"Team Sunweb",NA,NA,",,0:00",2017,565
"717",48,4,0,2,21,6,"Climber","LANDA Mikel   Team Sky",27,"Team Sky",NA,NA,",,0:00",2017,141
"718",49,117,3,29,21,159,"Classic","SIMON Julien   Cofidis, Solutions Crédits",31,"Cofidis, Solutions Crédits",NA,NA,",,0:00",2017,12561
"719",50,58,2,19,14,48,"Classic","VAN AVERMAET Greg   BMC Racing Team",32,"BMC Racing Team",NA,NA,",,0:00",2017,8354
"720",51,17,0,37,43,37,"Climber","MOLLEMA Bauke   Trek - Segafredo",30,"Trek - Segafredo",NA,NA,",,0:00",2017,2263
"721",52,16,0,36,46,213,"GC","FEILLU Brice   Fortuneo - Oscaro",31,"Fortuneo - Oscaro",NA,NA,",,0:00",2017,2206
"722",53,44,1,59,9,59,"GC","ZEITS Andrey   Astana Pro Team",30,"Astana Pro Team",NA,NA,",,0:00",2017,7149
"723",54,23,0,53,52,201,"Climber","MARTIN Guillaume   Wanty - Groupe Gobert",24,"Wanty - Groupe Gobert",NA,NA,",,0:00",2017,3232
"724",55,110,3,20,50,205,"Classic","OFFREDO Yoann   Wanty - Groupe Gobert",30,"Wanty - Groupe Gobert",NA,NA,",,0:00",2017,12050
"725",56,34,1,34,2,203,"GC","DEGAND Thomas   Wanty - Groupe Gobert",31,"Wanty - Groupe Gobert",NA,NA,",,0:00",2017,5642
"726",57,36,1,35,55,77,"Climber","MOLARD Rudy   FDJ",27,"FDJ",NA,NA,",,0:00",2017,5755
"727",58,5,0,3,5,51,"Climber","ARU Fabio   Astana Pro Team",27,"Astana Pro Team",NA,NA,",,0:00",2017,185
"728",59,28,1,16,32,2,"GC","HENAO Sergio   Team Sky",29,"Team Sky",NA,NA,",,0:00",2017,4592
"729",60,8,0,8,20,61,"Climber","MEINTJES Louis   UAE Team Emirates",25,"UAE Team Emirates",NA,NA,",,0:00",2017,500
"730",61,22,0,50,4,12,"GC","BAKELANTS Jan   AG2R La Mondiale",31,"AG2R La Mondiale",NA,NA,",,0:00",2017,3004
"731",62,61,2,25,36,58,"Classic","VALGREN Michael   Astana Pro Team",25,"Astana Pro Team",NA,NA,",,0:00",2017,8736
"732",63,18,0,37,47,24,"Climber","BETANCUR Carlos   Movistar Team",27,"Movistar Team",NA,NA,",,0:00",2017,2267
"733",64,112,3,21,15,3,"TT","KIRYIENKA Vasil   Team Sky",36,"Team Sky",NA,NA,",,0:00",2017,12075
"734",65,1,0,0,0,1,"GC","FROOME ChrisTeam Sky",32,"Team Sky",NA,NA,",,0:00",2017,0
"735",66,57,2,17,48,5,"Classic","KWIATKOWSKI Michał   Team Sky",27,"Team Sky",NA,NA,",,0:00",2017,8268
"736",67,35,1,35,16,173,"GC","CALMEJANE Lilian   Direct Energie",24,"Direct Energie",NA,NA,",,0:00",2017,5716
"737",68,21,0,42,39,135,"Classic","GALLOPIN Tony   Lotto Soudal",29,"Lotto Soudal",NA,NA,",,0:00",2017,2559
"738",69,155,4,13,50,122,"Classic","HALLER Marco   Team Katusha Alpecin",26,"Team Katusha Alpecin",NA,NA,",,0:00",2017,15230
"739",70,62,2,27,34,81,"Climber","CHAVES Esteban   ORICA-Scott",27,"ORICA-Scott",NA,NA,",,0:00",2017,8854
"740",71,52,2,6,30,39,"GC","ZUBELDIA Haimar   Trek - Segafredo",40,"Trek - Segafredo",NA,NA,",,0:00",2017,7590
"741",72,2,0,0,54,188,"Climber","URÁN Rigoberto   Cannondale - Drapac Pro Cycling Team",30,"Cannondale - Drapac Pro Cycling Team",NA,NA,",,0:00",2017,54
"742",73,119,3,32,6,199,"GC","MORENO Javier   Bahrain Merida Pro Cycling Team",33,"Bahrain Merida Pro Cycling Team",NA,NA,",,0:00",2017,12726
"743",74,92,3,0,21,26,"GC","ERVITI Imanol   Movistar Team",33,"Movistar Team",NA,NA,",,0:00",2017,10821
"744",75,33,1,32,35,46,"Climber","ROCHE Nicolas   BMC Racing Team",33,"BMC Racing Team",NA,NA,",,0:00",2017,5555
"745",76,45,2,0,38,195,"GC","BRAJKOVIČ Janez   Bahrain Merida Pro Cycling Team",33,"Bahrain Merida Pro Cycling Team",NA,NA,",,0:00",2017,7238
"746",77,88,2,56,57,85,"GC","HOWSON Damien   ORICA-Scott",24,"ORICA-Scott",NA,NA,",,0:00",2017,10617
"747",78,13,0,24,38,19,"Climber","VUILLERMOZ Alexis   AG2R La Mondiale",29,"AG2R La Mondiale",NA,NA,",,0:00",2017,1478
"748",79,49,2,3,27,187,"GC","TALANSKY Andrew   Cannondale - Drapac Pro Cycling Team",28,"Cannondale - Drapac Pro Cycling Team",NA,NA,",,0:00",2017,7407
"749",80,146,3,59,6,35,"Classic","GOGL Michael   Trek - Segafredo",23,"Trek - Segafredo",NA,NA,",,0:00",2017,14346
"750",81,80,2,53,42,117,"GC","POLJAŃSKI Paweł   BORA - hansgrohe",27,"BORA - hansgrohe",NA,NA,",,0:00",2017,10422
"751",82,9,0,8,49,31,"GC","CONTADOR Alberto   Trek - Segafredo",34,"Trek - Segafredo",NA,NA,",,0:00",2017,529
"752",83,46,2,1,30,38,"Climber","PANTANO Jarlinson   Trek - Segafredo",28,"Trek - Segafredo",NA,NA,",,0:00",2017,7290
"753",84,6,0,4,42,105,"Climber","MARTIN Dan   Quick-Step Floors",30,"Quick-Step Floors",NA,NA,",,0:00",2017,282
"754",85,32,1,32,2,45,"GC","MOINARD Amaël   BMC Racing Team",35,"BMC Racing Team",NA,NA,",,0:00",2017,5522
"755",86,127,3,41,52,65,"GC","LAENGEN Vegard Stake   UAE Team Emirates",28,"UAE Team Emirates",NA,NA,",,0:00",2017,13312
"756",87,11,0,14,48,42,"GC","CARUSO Damiano   BMC Racing Team",29,"BMC Racing Team",NA,NA,",,0:00",2017,888
"757",88,37,1,38,33,15,"GC","GASTAUER Ben   AG2R La Mondiale",29,"AG2R La Mondiale",NA,NA,",,0:00",2017,5913
"758",89,154,4,10,25,106,"Sprint","SABATINI Fabio   Quick-Step Floors",32,"Quick-Step Floors",NA,NA,",,0:00",2017,15025
"759",90,14,0,25,28,7,"Climber","NIEVE Mikel   Team Sky",33,"Team Sky",NA,NA,",,0:00",2017,1528
"760",91,56,2,15,28,156,"GC","MATÉ Luis Ángel   Cofidis, Solutions Crédits",33,"Cofidis, Solutions Crédits",NA,NA,",,0:00",2017,8128
"761",92,12,0,15,28,21,"GC","QUINTANA Nairo   Movistar Team",27,"Movistar Team",NA,NA,",,0:00",2017,928
"762",93,39,1,45,23,69,"GC","ULISSI Diego   UAE Team Emirates",28,"UAE Team Emirates",NA,NA,",,0:00",2017,6323
"763",94,68,2,35,33,13,"GC","DOMONT Axel   AG2R La Mondiale",26,"AG2R La Mondiale",NA,NA,",,0:00",2017,9333
"764",95,125,3,39,45,217,"Classic","PICHON Laurent   Fortuneo - Oscaro",31,"Fortuneo - Oscaro",NA,NA,",,0:00",2017,13185
"765",96,113,3,22,31,136,"GC","HANSEN Adam   Lotto Soudal",36,"Lotto Soudal",NA,NA,",,0:00",2017,12151
"766",97,81,2,53,51,49,"Sprint","WYSS Danilo   BMC Racing Team",31,"BMC Racing Team",NA,NA,",,0:00",2017,10431
"767",98,135,3,47,10,36,"TT","IRIZAR Markel   Trek - Segafredo",37,"Trek - Segafredo",NA,NA,",,0:00",2017,13630
"768",99,31,1,25,25,124,"GC","KIŠERLOVSKI Robert   Team Katusha Alpecin",30,"Team Katusha Alpecin",NA,NA,",,0:00",2017,5125
"769",100,150,4,3,45,123,"GC","HOLLENSTEIN Reto   Team Katusha Alpecin",31,"Team Katusha Alpecin",NA,NA,",,0:00",2017,14625
"770",101,19,0,39,36,96,"Climber","PAUWELS Serge   Team Dimension Data",33,"Team Dimension Data",NA,NA,",,0:00",2017,2376
"771",102,144,3,55,31,4,"GC","KNEES Christian   Team Sky",36,"Team Sky",NA,NA,",,0:00",2017,14131
"772",103,98,3,6,55,82,"Classic","ALBASINI Michael   ORICA-Scott",36,"ORICA-Scott",NA,NA,",,0:00",2017,11215
"773",104,167,4,35,52,8,"Classic","ROWE Luke   Team Sky",27,"Team Sky",NA,NA,",,0:00",2017,16552
"774",105,47,2,1,59,86,"Hills","IMPEY Daryl   ORICA-Scott",32,"ORICA-Scott",NA,NA,",,0:00",2017,7319
"775",106,15,0,33,21,113,"GC","BUCHMANN Emanuel   BORA - hansgrohe",24,"BORA - hansgrohe",NA,NA,",,0:00",2017,2001
"776",107,120,3,32,14,54,"TT","GRIVKO Andrey   Astana Pro Team",33,"Astana Pro Team",NA,NA,",,0:00",2017,12734
"777",108,55,2,13,23,212,"GC","BOUET Maxime   Fortuneo - Oscaro",30,"Fortuneo - Oscaro",NA,NA,",,0:00",2017,8003
"778",109,43,1,57,52,184,"GC","BROWN Nathan   Cannondale - Drapac Pro Cycling Team",26,"Cannondale - Drapac Pro Cycling Team",NA,NA,",,0:00",2017,7072
"779",110,65,2,31,5,218,"GC","SEPÚLVEDA Eduardo   Fortuneo - Oscaro",26,"Fortuneo - Oscaro",NA,NA,",,0:00",2017,9065
"780",111,50,2,4,53,64,"GC","ĐURASEK Kristijan   UAE Team Emirates",29,"UAE Team Emirates",NA,NA,",,0:00",2017,7493
"781",112,75,2,44,1,126,"Classic","LAMMERTINK Maurits   Team Katusha Alpecin",26,"Team Katusha Alpecin",NA,NA,",,0:00",2017,9841
"782",113,74,2,43,36,127,"GC","MACHADO Tiago   Team Katusha Alpecin",31,"Team Katusha Alpecin",NA,NA,",,0:00",2017,9816
"783",114,30,1,21,16,14,"GC","FRANK Mathias   AG2R La Mondiale",30,"AG2R La Mondiale",NA,NA,",,0:00",2017,4876
"784",115,24,0,59,58,88,"GC","KREUZIGER Roman   ORICA-Scott",31,"ORICA-Scott",NA,NA,",,0:00",2017,3598
"785",116,115,3,24,42,55,"TT","GRUZDEV Dmitriy   Astana Pro Team",31,"Astana Pro Team",NA,NA,",,0:00",2017,12282
"786",117,53,2,6,57,103,"Climber","BRAMBILLA Gianluca   Quick-Step Floors",29,"Quick-Step Floors",NA,NA,",,0:00",2017,7617
"787",118,148,4,1,54,146,"Sprint","SINKELDAM Ramon   Team Sunweb",28,"Team Sunweb",NA,NA,",,0:00",2017,14514
"788",119,133,3,46,47,154,"Classic","LAPORTE Christophe   Cofidis, Solutions Crédits",24,"Cofidis, Solutions Crédits",NA,NA,",,0:00",2017,13607
"789",120,128,3,43,45,155,"Sprint","LEMOINE Cyril   Cofidis, Solutions Crédits",34,"Cofidis, Solutions Crédits",NA,NA,",,0:00",2017,13425
"790",121,129,3,43,52,148,"Classic","TEUNISSEN Mike   Team Sunweb",24,"Team Sunweb",NA,NA,",,0:00",2017,13432
"791",122,134,3,47,8,175,"Sprint","GÈNE Yohann   Direct Energie",36,"Direct Energie",NA,NA,",,0:00",2017,13628
"792",123,25,1,4,22,174,"TT","CHAVANEL Sylvain   Direct Energie",38,"Direct Energie",NA,NA,",,0:00",2017,3862
"793",124,124,3,39,24,207,"Hills","SMITH Dion   Wanty - Groupe Gobert",24,"Wanty - Groupe Gobert",NA,NA,",,0:00",2017,13164
"794",125,89,2,57,5,179,"Sprint","TULIK Angélo   Direct Energie",26,"Direct Energie",NA,NA,"0:380:38",2017,10625
"795",126,145,3,55,48,129,"Sprint","ZABEL Rick   Team Katusha Alpecin",23,"Team Katusha Alpecin",NA,NA,",,0:38",2017,14148
"796",127,123,3,37,4,132,"GC","BAK Lars Ytting   Lotto Soudal",37,"Lotto Soudal",NA,NA,"0:510:51",2017,13024
"797",128,51,2,5,36,134,"TT","DE GENDT Thomas   Lotto Soudal",30,"Lotto Soudal",NA,NA,",,0:51",2017,7536
"798",129,76,2,45,11,153,"GC","EDET Nicolas   Cofidis, Solutions Crédits",29,"Cofidis, Solutions Crédits",NA,NA,",,0:51",2017,9911
"799",130,72,2,41,54,47,"GC","SCHÄR Michael   BMC Racing Team",30,"BMC Racing Team",NA,NA,",,0:51",2017,9714
"800",131,27,1,15,26,157,"GC","NAVARRO Daniel   Cofidis, Solutions Crédits",34,"Cofidis, Solutions Crédits",NA,NA,",,0:51",2017,4526
"801",132,41,1,50,31,62,"GC","ATAPUMA Darwin   UAE Team Emirates",29,"UAE Team Emirates",NA,NA,",,0:51",2017,6631
"802",133,137,3,51,18,206,"Classic","PASQUALON Andrea   Wanty - Groupe Gobert",29,"Wanty - Groupe Gobert",NA,NA,"0:000:00",2017,13878
"803",134,164,4,25,12,169,"Sprint","WAGNER Robert   Team LottoNL-Jumbo",34,"Team LottoNL-Jumbo",NA,NA,"0:590:59",2017,15912
"804",135,142,3,53,38,144,"Classic","CURVERS Roy   Team Sunweb",37,"Team Sunweb",NA,NA,"1:041:04",2017,14018
"805",136,151,4,5,17,84,"Classic","HAYMAN Mathew   ORICA-Scott",39,"ORICA-Scott",NA,NA,",,1:04",2017,14717
"806",137,153,4,10,18,94,"Sprint","EISEL Bernhard   Team Dimension Data",36,"Team Dimension Data",NA,NA,"1:161:16",2017,15018
"807",138,107,3,16,28,98,"Classic","THWAITES Scott   Team Dimension Data",27,"Team Dimension Data",NA,NA,",,1:16",2017,11788
"808",139,106,3,15,40,177,"GC","QUÉMÉNEUR Perrig   Direct Energie",33,"Direct Energie",NA,NA,",,1:16",2017,11740
"809",140,97,3,6,5,27,"GC","HERRADA Jesús   Movistar Team",26,"Movistar Team",NA,NA,",,1:16",2017,11165
"810",141,139,3,52,54,109,"GC","VERMOTE Julien   Quick-Step Floors",27,"Quick-Step Floors",NA,NA,",,1:16",2017,13974
"811",142,60,2,22,44,25,"TT","CASTROVIEJO Jonathan   Movistar Team",30,"Movistar Team",NA,NA,",,1:16",2017,8564
"812",143,71,2,39,10,57,"GC","LUTSENKO Alexey   Astana Pro Team",24,"Astana Pro Team",NA,NA,"1:311:31",2017,9550
"813",144,54,2,11,54,181,"GC","ROLLAND Pierre   Cannondale - Drapac Pro Cycling Team",30,"Cannondale - Drapac Pro Cycling Team",NA,NA,",,1:31",2017,7914
"814",145,157,4,16,21,149,"GC","TIMMER Albert   Team Sunweb",32,"Team Sunweb",NA,NA,"1:381:38",2017,15381
"815",146,111,3,20,59,63,"GC","BONO Matteo   UAE Team Emirates",33,"UAE Team Emirates",NA,NA,",,1:38",2017,12059
"816",147,116,3,26,58,112,"TT","BODNAR Maciej   BORA - hansgrohe",32,"BORA - hansgrohe",NA,NA,"2:002:00",2017,12418
"817",148,99,3,7,25,43,"Climber","DE MARCHI Alessandro   BMC Racing Team",31,"BMC Racing Team",NA,NA,",,2:00",2017,11245
"818",149,166,4,32,21,164,"Sprint","LEEZER Tom   Team LottoNL-Jumbo",31,"Team LottoNL-Jumbo",NA,NA,"2:052:05",2017,16341
"819",150,73,2,42,15,198,"GC","GRMAY Tsgabu   Bahrain Merida Pro Cycling Team",25,"Bahrain Merida Pro Cycling Team",NA,NA,",,2:05",2017,9735
"820",151,161,4,19,17,158,"Classic","SÉNÉCHAL Florian   Cofidis, Solutions Crédits",24,"Cofidis, Solutions Crédits",NA,NA,",,2:05",2017,15557
